// key	SKILL_TARGET_
0	
1	目標
10	右方盟友
100	光屬性盟友(地下迷宮)
1001	盟友(受淨化)
1002	敵人(受淨化)
101	闇屬性盟友(地下迷宮)
1011	盟友(PvP、最高Skill量表)
1012	敵人(PvP、高Skill量表)
102	盟友(受灼燒)
1021	水屬性盟友(PvP、攻擊型)
1022	水屬性敵人(PvP、攻擊型)
103	盟友(受灼燒/灼傷)
1031	火屬性盟友(PvP、攻擊型)
1032	火屬性敵人(PvP、攻擊型)
104	盟友(水球)
1041	木屬性盟友(PvP、攻擊型)
1042	木屬性敵人(PvP、攻擊型)
105	盟友(致命回復)
1051	光屬性盟友(PvP、攻擊型)
1052	光屬性敵人(PvP、攻擊型)
106	盟友(自身除外)
1061	闇屬性盟友(PvP、攻擊型)
1062	闇屬性敵人(PvP、攻擊型)
107	自身(PvP)
1074	受攻擊的目標
108	盟友(烙印)
1085	目標
109	水屬性盟友(20人巨型Boss，高攻擊力)
1091	盟友(未受減益)
1092	敵人(未受減益)
110	火屬性盟友(20人巨型Boss，高攻擊力)
1101	盟友(持續戰場增益目標)
1102	敵人(持續戰場增益目標)
1103	全體敵人/盟友(持續戰場增益目標)
111	木屬性盟友(20人巨型Boss，高攻擊力)
1111	水屬性盟友(若為同屬性則包含自身)
112	光屬性盟友(20人巨型Boss，高攻擊力)
1121	水屬性盟友(若為同屬性則包含自身)
113	闇屬性盟友(20人巨型Boss，高攻擊力)
114	盟友(較多增益)
115	盟友(20人巨型Boss，受到減益)
116	盟友(5人巨型Boss，高攻擊力)
1161	盟友(PvP、致命回復)
1162	敵人(PvP、致命回復)
117	盟友(5人巨型Boss)
118	盟友(雪球炸彈)
119	水屬性盟友(5人巨型Boss，高攻擊力)
12	攻擊型盟友
120	火屬性盟友(5人巨型Boss，高攻擊力)
121	木屬性盟友(5人巨型Boss，高攻擊力)
122	光屬性盟友(5人巨型Boss，高攻擊力)
123	闇屬性盟友(5人巨型Boss，高攻擊力)
124	攻擊型盟友(PvP)
125	防禦型盟友(PvP)
126	盟友(PvP、治癒型盟友)
127	干擾型盟友(PvP)
