// key	DUNGEON_NAME_	DUNGEON_SECOND_NAME_	DUNGEON_LOCATION_DESC_
1000	1-1	チュートリアル	モナ先生が手取り足取り教えてくれます♥
100001	ステージ1	チュートリアル１	
100002	ステージ2	チュートリアル２	
100003	ステージ3	チュートリアル３	
100004	ステージ4	チュートリアル４	
1001	1-2	デメテルⅠ	看護師は、白衣の天使…しかし、デメテルは？
100101	ステージ1	霊魂のダンジョン	
100102	ステージ2	貧乏な悪魔	
100103	ステージ3	魔王争奪戦	
100104	ステージ4	虚勢のデメテル	
1002	1-3	繁華街	人々の欲望が溢れる街、繁華街スポット。
100201	ステージ1	繁華街	
100202	ステージ2	繁華街	
100203	ステージ3	繁華街	
100204	ステージ4	繁華街	
1003	1-4	デメテルⅡ	やばい！看護師って思っていたより強くない？
100301	ステージ1	サキュバスの真実	
100302	ステージ2	さとり世代悪魔	
100303	ステージ3	人間の欲望	
100304	ステージ4	願いと後悔	
1004	1-5	繁華街	情熱があふれる街、繁華街スポット。
100401	ステージ1	繁華街	
100402	ステージ2	繁華街	
100403	ステージ3	繁華街	
100404	ステージ4	繁華街	
1005	1-6	おいしい料理	暴飲暴食は七つの大罪。罪は財布に押し付けろ！
100501	ステージ1	勤勉な悪魔	
100502	ステージ2	悪魔失格	
100503	ステージ3	失言連発	
100504	ステージ4	本当の願い	
1006	1-7	繁華街	欲望があふれる街、繁華街スポットである。
100601	ステージ1	繁華街	
100602	ステージ2	繁華街	
100603	ステージ3	繁華街	
100604	ステージ4	繁華街	
1007	1-8	マンモン	出来る男の必須アイテム、それはバッグ。\クラッチバッグこそ至高のアイテム！
100701	ステージ1	黄金王の登場	
100702	ステージ2	すべてが順調	
100703	ステージ3	絶対的支配者	
100704	ステージ4	王のお出かけ	
1010	1-1	デビュー	過度なルーチンワークによるゲシュタルト崩壊に注意。
101001	ステージ1	HARD	
1011	1-2	ダフネ	人生は戦いの連続。\勇者よ！立ち上がれ！必ず勝利せよ！
101101	ステージ1	HARD 勇士の挑戦	
1012	1-3	繁華街	欲望がハッスルでエンジョイ！
101201	ステージ1	HARD 繁華街	
1013	1-4	フリージア	愛は執着。聞こえる。\私についてくる彼女の足音が…
101301	ステージ1	HARD 赤いラブレター	
1014	1-5	繁華街	情熱と、鬱陶しい元気がぐるぐる回る。
101401	ステージ1	HARD 繁華街	
1015	1-6	おいしい料理	暴飲暴食の罪を犯した者、ここに眠る。
101501	ステージ1	HARD 勤勉な悪魔	
1016	1-7	繁華街	抑圧された渇望と煮えたぎる熱気。
101601	ステージ1	HARD 繁華街	
1017	1-8	マヤウェル	あなたが私を選んだのではない。\私があなたを選んだのだ。
101701	ステージ1	HARD マッドコレクター	
1100	2-1	都市の外郭	都市の外郭付近、どこかに寄り道しよう。
110001	ステージ1	都市の外郭	
110002	ステージ2	都市の外郭	
110003	ステージ3	都市の外郭	
110004	ステージ4	都市の外郭	
1101	2-2	ファイロ	このボディー。華麗にデビュー！
110101	ステージ1	平凡な少年	
110102	ステージ2	熱血VS怠け者	
110103	ステージ3	チャンピオンの優しさ	
110104	ステージ4	烈火のファイロ	
1102	2-3	都市の外郭	都市の外郭付近、とある路地裏で…。
110201	ステージ1	都市の外郭	
110202	ステージ2	都市の外郭	
110203	ステージ3	都市の外郭	
110204	ステージ4	都市の外郭	
1103	2-4	クーシー	しっぽを攻撃する野生の鳥が生息している。
110301	ステージ1	悪魔ハンター	
110302	ステージ2	自慢の牙	
110303	ステージ3	ケモナーズ・ウォー	
110304	ステージ4	うちの町内ライバル	
1104	2-5	静かな都市	静かな都市付近、魔界の扉が近い踏切。
110401	ステージ1	静かな都市	
110402	ステージ2	静かな都市	
110403	ステージ3	静かな都市	
110404	ステージ4	静かな都市	
1105	2-6	静かな都市	静かな都市付近、魔界の扉がとっても近い踏切
110501	ステージ1	静かな都市	
110502	ステージ2	静かな都市	
110503	ステージ3	静かな都市	
110504	ステージ4	静かな都市	
1106	2-7	フレイヤⅠ	可愛い猫がひき逃げに！\天罰を受けよ！地獄を見せてやろう！
110601	ステージ1	怪我した猫	
110602	ステージ2	変な奴	
110603	ステージ3	招かれざる客	
110604	ステージ4	逃げる猫	
1107	2-8	フレイヤⅡ	フレイヤ～ご主人様が悪かったよ～\あれ、あなた誰？フレイ？
110701	ステージ1	内気な猫	
110702	ステージ2	おてんば猫	
110703	ステージ3	ギャルルン	
110704	ステージ4	猫の心	
1110	2-1	都市の外郭	都市の外郭付近、足が止まったところ。
111001	ステージ1	HARD 都市の外郭	
1111	2-2	ミューズ	暗い夜の街、悪魔の歌声が響き渡る。
111101	ステージ1	HARD 孤独なロックスター	
1112	2-3	都市の外郭	都市の外郭付近、悪魔と出会った路地裏。
111201	ステージ1	HARD 都市の外郭	
1113	2-4	ネイト	頭上注意！爆弾が落ちるぞ！
111301	ステージ1	HARD バトルフィールド	
1114	2-5	静かな都市	静かな都市付近、魔界の扉を潜れ。
111401	ステージ1	HARD 静かな都市	
1115	2-6	静かな都市	静かな都市付近、魔界の扉を叩いた。
111501	ステージ1	HARD 静かな都市	
1116	2-7	ヘクトル	通行料はたっぷり払ってもらうぜ！
111601	ステージ1	HARD 傭兵戦術	
1117	2-8	レダ	お姫様、お呼びでしょうか？
111701	ステージ1	HARD マイプリンセス	
1200	3-1	学生街	学生街付近。ここはどこか？知らないよ…
120001	ステージ1	学生街	
120002	ステージ2	学生街	
120003	ステージ3	学生街	
120004	ステージ4	学生街	
1201	3-2	ヘカテー	人も悪魔も外見だけで判断するのは、\ちょっとね…
120101	ステージ1	低スペック悪魔	
120102	ステージ2	草食系悪魔	
120103	ステージ3	サポーターのお好み	
120104	ステージ4	魔女心	
1202	3-3	学生街	学生街付近のどこか。素敵な出会いがありますように♥
120201	ステージ1	学生街	
120202	ステージ2	学生街	
120203	ステージ3	学生街	
120204	ステージ4	学生街	
1203	3-4	コンビニ	都会の小宇宙。その名は《コンビニ》。
120301	ステージ1	コンビニの悪魔	
120302	ステージ2	おにぎり	
120303	ステージ3	ご主人様の意味	
120304	ステージ4	コンビニの一日	
1204	3-5	学生街	学生街付近のどこか。誰かの悲鳴が聞こえる…
120401	ステージ1	学生街	
120402	ステージ2	学生街	
120403	ステージ3	学生街	
120404	ステージ4	学生街	
1205	3-6	学生街	学生街付近のどこか。待ち合わせするには、目印がない…
120501	ステージ1	学生街	
120502	ステージ2	学生街	
120503	ステージ3	学生街	
120504	ステージ4	学生街	
1206	3-7	ジャンヌⅠ	惑わされた司祭の目に映るのは、神か悪魔か…
120601	ステージ1	フレイの逆襲	
120602	ステージ2	同族嫌悪	
120603	ステージ3	女神降臨	
120604	ステージ4	書物の攻撃	
1207	3-8	ジャンヌⅡ	悪魔の前では祈りは届かない…
120701	ステージ1	正面突破	
120702	ステージ2	契約のヒント	
120703	ステージ3	巧みな教義	
120704	ステージ4	卑怯な悪魔	
1210	3-1	学生街	学生街付近のどこか。さぁ悪魔を召喚！
121001	ステージ1	HARD 学生街	
1211	3-2	フェンリル	愛する者を守る寡黙な戦士。
121101	ステージ1	HARD 低スペック悪魔	
1212	3-3	学生街	学生街付近のどこか。この出会いは運命。
121201	ステージ1	HARD 学生街	
1213	3-4	コンビニ	コンビニ…またの名を人生劇場。
121301	ステージ1	HARD コンビニの悪魔	
1214	3-5	学生街	学生街の近く、消滅した何かが漂っている。
121401	ステージ1	HARD 学生街	
1215	3-6	学生街	学生街の近く、何かを求めて彷徨う人々…。
121501	ステージ1	HARD 学生街	
1216	3-7	イナンナ	目指せ、世界最凶の大悪党！
121601	ステージ1	HARD イナンナ強襲	
1217	3-8	ベルセポネ	交渉人、地獄へ亡者を訪ねる。
121701	ステージ1	HARD 正面突破	
1300	4-1	繁華街	繁華街の近く、見知らぬ場所。
130001	ステージ1	繁華街	
130002	ステージ2	繁華街	
130003	ステージ3	繁華街	
130004	ステージ4	繁華街	
1301	4-2	アポロン	ひまわりの花言葉は崇拝。
130101	ステージ1	誕生	
130102	ステージ2	崇められる存在Ⅰ	
130103	ステージ3	崇められる存在Ⅱ	
130104	ステージ4	信頼関係	
1302	4-3	繁華街	繁華街の近く、視線の外の場所。
130201	ステージ1	繁華街	
130202	ステージ2	繁華街	
130203	ステージ3	繁華街	
130204	ステージ4	繁華街	
1303	4-4	産婦人科	子供は人類の希望！
130301	ステージ1	幸せ者	
130302	ステージ2	悪魔の言い訳	
130303	ステージ3	しつこい！	
130304	ステージ4	未完の器	
1304	4-5	ニュータウン	ニュータウンの近く、最も低い場所。
130401	ステージ1	ニュータウン	
130402	ステージ2	ニュータウン	
130403	ステージ3	ニュータウン	
130404	ステージ4	ニュータウン	
1305	4-6	ネヴァンⅠ	フレイは実はいいヤツなのかもと思った…\でもそんな事はない。
130501	ステージ1	本音	
130502	ステージ2	確信的失言	
130503	ステージ3	熟睡の裏技	
130504	ステージ4	悪魔祓い	
1306	4-7	ネヴァンⅡ	フレイ、お前のチャイルド大丈夫か？
130601	ステージ1	交渉決裂	
130602	ステージ2	女難魔界	
130603	ステージ3	怒りの注文	
130604	ステージ4	馬の耳に念仏	
1307	4-8	ネヴァンⅢ	一言で言って、会いたくない嫌な奴！
130701	ステージ1	全力	
130702	ステージ2	虚勢あるいは戦略	
130703	ステージ3	四面楚歌	
130704	ステージ4	本当の始まり	
1310	4-1	繁華街	子供が遊ぶ場所じゃない。
131001	ステージ1	HARD 繁華街	
1311	4-2	エラト	香水の匂いで頭がクラクラしてきた。
131101	ステージ1	HARD パヒューム	
1312	4-3	繁華街	拘束具をまとった女性を見かけた。
131201	ステージ1	HARD 繁華街	
1313	4-4	産婦人科	少子化対策について語らないか。
131301	ステージ1	HARD 本音と建前	
1314	4-5	ニュータウン	団地の一角からヒソヒソ話が聞こえる。
131401	ステージ1	HARD ニュータウン	
1315	4-6	ヤーガ	本物のヒトダマ？VFXじゃないの？
131501	ステージ1	HARD 闇の信者	
1316	4-7	オーロラ	素直で自由奔放なチャイルドに出会った。
131601	ステージ1	HARD 破壊少女	
1317	4-8	イシュタル	そんなにキツく締めて苦しくないんですか？
131701	ステージ1	HARD 拘束衣	
1400	5-1	ベッドタウン	ベッドタウンの近く、狭い路地道。
140001	ステージ1	ベッドタウン	
140002	ステージ2	ベッドタウン	
140003	ステージ3	ベッドタウン	
140004	ステージ4	ベッドタウン	
1401	5-2	ダイアナ	2人目のサキュバスは強敵だった…\モナ、助けて…
140101	ステージ1	初恋少女	
140102	ステージ2	合理的な方法	
140103	ステージ3	片道通行	
140104	ステージ4	努力が大切	
1402	5-3	小学校	実際問題、子供は気にしない。
140201	ステージ1	将来期待の星	
140202	ステージ2	小さな花嫁	
140203	ステージ3	心配事	
140204	ステージ4	悪魔の語彙力	
1403	5-4	ニュータウン	ニュータウンの近く、人の気配がある場所。
140301	ステージ1	ニュータウン	
140302	ステージ2	ニュータウン	
140303	ステージ3	ニュータウン	
140304	ステージ4	ニュータウン	
1404	5-5	エウロペⅠ	入口からほのかに香りが漂う。\ここは一体どこ？
140401	ステージ1	不登校	
140402	ステージ2	不良学生	
140403	ステージ3	放棄されたチャイルド	
140404	ステージ4	少女方程式	
1405	5-6	ニュータウン	ニュータウンの近く、静かな場所。
140501	ステージ1	ニュータウン	
140502	ステージ2	ニュータウン	
140503	ステージ3	ニュータウン	
140504	ステージ4	ニュータウン	
1406	5-7	ニュータウン	ニュータウンの近く、悪魔がない景色。
140601	ステージ1	ニュータウン	
140602	ステージ2	ニュータウン	
140603	ステージ3	ニュータウン	
140604	ステージ4	ニュータウン	
1407	5-8	ネイト	どこかで視線を感じる…\一体ご用は何ですか？
140701	ステージ1	授業時間	
140702	ステージ2	尾行	
140703	ステージ3	反抗期の若者	
140704	ステージ4	親子のキズナ	
1410	5-1	ベッドタウン	ラッキー！1万円札を拾った！
141001	ステージ1	HARD 金の亡者	
1411	5-2	カルカス	《気のせい》にしては鋭すぎる予言。
141101	ステージ1	HARD 超能力少年K	
1412	5-3	小学校	頭が良すぎるのも問題かもね。
141201	ステージ1	HARD 頭痛持ち	
1413	5-4	ニュータウン	街が一瞬、チェスボードに見えた。
141301	ステージ1	HARD チェックメイト	
1414	5-5	エリシオン	浮き輪での海賊行為は無謀です。
141401	ステージ1	HARD かなづち	
1415	5-6	ニュータウン	閑静な住宅街でライオン連れの少女を見かけた…
141501	ステージ1	HARD テロン	
1416	5-7	ニュータウン	深夜に屋根の上でぼんやり光る何かを見た。
141601	ステージ1	HARD 月明かり	
1417	5-8	メルポメネ	ハードロックとヘヴィメタルってどう違うの？
141701	ステージ1	HARD コルナ	
1500	6-1	都市の外郭	都市の外郭の近く、風が吹くところ。
150001	ステージ1	都市の外郭	
150002	ステージ2	都市の外郭	
150003	ステージ3	都市の外郭	
150004	ステージ4	都市の外郭	
1501	6-2	レジェンドⅠ	追う者と追われる者。
150101	ステージ1	捨てられた少女	
150102	ステージ2	謎のスーパールーキー	
150103	ステージ3	悪童と暴君	
150104	ステージ4	ダビちゃん参上！	
1502	6-3	レジェンドⅡ	忍者の魂のダンジョンって、からくり屋敷？
150201	ステージ1	ダビの誘惑術	
150202	ステージ2	忍者は我慢である	
150203	ステージ3	旧時代的風習	
150204	ステージ4	伝説のレジェンド	
1503	6-4	静かな都市	静かな都市の近く、誰かがいたところ。
150301	ステージ1	静かな都市	
150302	ステージ2	静かな都市	
150303	ステージ3	静かな都市	
150304	ステージ4	静かな都市	
1504	6-5	法律事務所	裁判所や病院は知らない方がいい。
150401	ステージ1	悪魔は無法	
150402	ステージ2	感情の守護者	
150403	ステージ3	悪魔の悩み	
150404	ステージ4	質問禁止	
1505	6-6	大聖堂	頭上から降り注ぐ聖水に注意すべし。
150501	ステージ1	言葉遊び	
150502	ステージ2	危険察知	
150503	ステージ3	安全第一	
150504	ステージ4	小さな心配	
1506	6-7	静かな都市	静かな都市の近く、足取りが止まったところ。
150601	ステージ1	静かな都市	
150602	ステージ2	静かな都市	
150603	ステージ3	静かな都市	
150604	ステージ4	静かな都市	
1507	6-8	エウロペⅡ	愛は窓の外のストーカーのように訪れる、Rove＆Piece！
150701	ステージ1	不安	
150702	ステージ2	プロ悪魔の道	
150703	ステージ3	付き添い	
150704	ステージ4	花とミツバチ	
1510	6-1	都市の外郭	お前が夢想するような理想郷じゃない。
151001	ステージ1	HARD 裏路地	
1511	6-2	イシス	迫真の演技にすっかり騙された。
151101	ステージ1	HARD 名女優	
1512	6-3	キリヌス	食事中に応援されても困るんだけど…
151201	ステージ1	HARD 悪魔応援団	
1513	6-4	静かな都市	ビキニと浮き輪だけで、いずこへ…
151301	ステージ1	HARD 趣味は家出	
1514	6-5	法律事務所	世界征服する方法を弁護士に相談しに行くのか？
151401	ステージ1	HARD 法律相談	
1515	6-6	大聖堂	ここで麻雀をするのはどうかと思うぞ？
151501	ステージ1	HARD 全自動麻雀卓	
1516	6-7	静かな都市	近づくなって…距離まで指定するのか？
151601	ステージ1	HARD 半径500m	
1517	6-8	少女探偵	悪魔を尾行せよ！\まるで「千津川警部」のように！
151701	ステージ1	HARD 素行調査	
1600	7-1	中心街	ここを全力で走ると警察に注意される。
160001	ステージ1	中心街	
160002	ステージ2	中心街	
160003	ステージ3	中心街	
160004	ステージ4	中心街	
1601	7-2	チェインキラー	ウワサの宴に食べるものはないなんて…誰が言った？
160101	ステージ1	さすらう悪魔	
160102	ステージ2	追撃者	
160103	ステージ3	匠の心	
160104	ステージ4	まともな奴	
1602	7-3	中心街	中心街の近く、大きな月が浮かぶ場所。
160201	ステージ1	中心街	
160202	ステージ2	中心街	
160203	ステージ3	中心街	
160204	ステージ4	中心街	
1603	7-4	繁華街アパート	人々の欲望とロマンにあふれた場所！
160301	ステージ1	情に厚い悪魔	
160302	ステージ2	悪魔失格	
160303	ステージ3	生活設計	
160304	ステージ4	賢い魔王	
1604	7-5	中心街	中心街の近く、尋常ではない気配を感じる場所。
160401	ステージ1	中心街	
160402	ステージ2	中心街	
160403	ステージ3	中心街	
160404	ステージ4	中心街	
1605	7-6	カルカスⅠ	考え得る最も邪悪な運命を覆す方法を見つけた。
160501	ステージ1	魔王666号	
160502	ステージ2	家出宣言	
160503	ステージ3	危機一髪	
160504	ステージ4	予言者	
1606	7-7	中心街	中心街の近く、特に道が狭い場所。
160601	ステージ1	中心街	
160602	ステージ2	中心街	
160603	ステージ3	中心街	
160604	ステージ4	中心街	
1607	7-8	カルカスⅡ	直感は、時に災いを免れる。原因には理由がある。
160701	ステージ1	寝る子は育つ	
160702	ステージ2	危ない奴	
160703	ステージ3	風前の灯	
160704	ステージ4	悪魔の災い	
1610	7-1	中心街	撃つなよ！ロケットランチャー禁止！
161001	ステージ1	HARD 重火器	
1611	7-2	アモール	作り話でそこまで泣かなくても…
161101	ステージ1	HARD 恋愛ドラマ	
1612	7-3	中心街	どんな任務であろうと完遂するらしい。
161201	ステージ1	HARD 敏腕解決師	
1613	7-4	繁華街アパート	正義のために悪魔と契約…ってこと？
161301	ステージ1	HARD 復讐心	
1614	7-5	中心街	電車内で化粧するのは止めてくれ。
161401	ステージ1	HARD マスカラ	
