// key	RANDOM_BOX_NAME_	RANDOM_BOX_DESC_
30001	กล่องแห่งโชคทอง	กล่องนี้มีรางวัลมากมาย
30002	กล่องแห่งโชคของวันนี้	กล่องนำโชคที่เต็มไปด้วยรางวัลหลากหลาย
30003	กล่องแห่งโชคหินสำหรับการประดิษฐ์	กล่องนำโชคที่เต็มไปด้วยรางวัลหลากหลาย
30004	กล่องแห่งโชคตั๋วอัญเชิญไชลด์ธาตุน้ำ	กล่องนำโชคที่เต็มไปด้วยรางวัลหลากหลาย
30005	กล่องแห่งโชคตั๋วอัญเชิญไชลด์ธาตุไฟ	กล่องนำโชคที่เต็มไปด้วยรางวัลหลากหลาย
30006	กล่องแห่งโชคตั๋วอัญเชิญไชลด์ธาตุไม้	กล่องนำโชคที่เต็มไปด้วยรางวัลหลากหลาย
30007	กล่องแห่งโชคตั๋วอัญเชิญไชลด์ธาตุแสง	กล่องนำโชคที่เต็มไปด้วยรางวัลหลากหลาย
30008	กล่องแห่งโชคตั๋วอัญเชิญไชลด์ธาตุมืด	กล่องนำโชคที่เต็มไปด้วยรางวัลหลากหลาย
30009	กล่องแห่งโชคตั๋วอัญเชิญ	กล่องนี้มีรางวัลมากมาย
30010	เครื่องมือที่ใช้สร้างกล่องแห่งโชค	กล่องนำโชคที่เต็มไปด้วยรางวัลหลากหลาย
30011	กล่องแห่งโชคสนับสนุนรายวัน	กล่องนำโชคที่เต็มไปด้วยรางวัลหลากหลาย
30012	กล่องแห่งโชคปีศาจ	ของขวัญที่ห่อโดยปีศาจ\ได้ถูกเลือกให้ตรงกับความปรารถนาของผู้รับ\มีอะไรอยู่ข้างในนะ? นั่นเป็นความลับค่ะ
30013	กล่องแห่งโชคสำหรับการประดิษฐ์พิเศษ	กล่องนำโชคที่เต็มไปด้วยรางวัลหลากหลาย
30014	ชุดโดนัทฟักทอง	กล่องนี้มีรางวัลมากมาย
30015	ชุดโดนัทตะเกียงฟักทอง	กล่องนี้มีรางวัลมากมาย
30016	กล่องแห่งโชคตั๋วอัญเชิญสายสนับสนุน	กล่องนำโชคที่เต็มไปด้วยรางวัลหลากหลาย
30017	กล่องแห่งโชคชะตา	กล่องนำโชคที่เต็มไปด้วยรางวัลหลากหลาย
30018	กล่องนำโชคแก่นแท้ที่เพิ่มพูน	กล่องนำโชคที่เต็มไปด้วยรางวัลหลากหลาย
30019	กล่องนำโชคแก่นแท้	กล่องนำโชคที่เต็มไปด้วยรางวัลหลากหลาย
30020	ที่เพิ่มพูน กล่องนำโชคแก่นแท้พลังโจมตี	กล่องนำโชคที่เต็มไปด้วยรางวัลหลากหลาย
30021	ที่เพิ่มพูน กล่องนำโชคแก่นแท้พลังป้องกัน	กล่องนำโชคที่เต็มไปด้วยรางวัลหลากหลาย
30022	ที่เพิ่มพูน กล่องนำโชคแก่นแท้ความเร็ว	กล่องนำโชคที่เต็มไปด้วยรางวัลหลากหลาย
30023	ที่เพิ่มพูน กล่องนำโชคแก่นแท้คริติคอล	กล่องนำโชคที่เต็มไปด้วยรางวัลหลากหลาย
30024	กล่องแห่งโชคไชลด์ฉลอง Ignition	กล่องนำโชคที่เต็มไปด้วยรางวัลหลากหลาย
30025	กล่องแห่งโชคตั๋วอัญเชิญสายโจมตี	กล่องนำโชคที่เต็มไปด้วยรางวัลหลากหลาย
30026	กล่องแห่งโชคตั๋วอัญเชิญสายป้องกัน	กล่องนำโชคที่เต็มไปด้วยรางวัลหลากหลาย
30027	กล่องแห่งโชคตั๋วอัญเชิญสายรักษา	กล่องนำโชคที่เต็มไปด้วยรางวัลหลากหลาย
30028	กล่องแห่งโชคตั๋วอัญเชิญสายดีบัฟ	กล่องนำโชคที่เต็มไปด้วยรางวัลหลากหลาย
