// key	RECIPE_NAME_	RECIPE_DESC_
20001	Enchanter 10 tickets d'invocation : Eau	Permet d'enchanter 10 tickets d'invocation.
20002	Enchanter 10 tickets d'invocation : Feu	Permet d'enchanter 10 tickets d'invocation.
20003	Enchanter 10 tickets d'invocation : Bois	Permet d'enchanter 10 tickets d'invocation.
20004	Enchanter 10 tickets d'invocation : Lumière	Permet d'enchanter 10 tickets d'invocation.
20005	Enchanter 10 tickets d'invocation : Ombre	Permet d'enchanter 10 tickets d'invocation.
20006	Enchanter des tickets d'invocation 5★ : Eau	Permet d'enchanter des tickets d'invocation 5★.
20007	Enchanter des tickets d'invocation 5★ : Feu	Permet d'enchanter des tickets d'invocation 5★.
20008	Enchanter des tickets d'invocation 5★ : Bois	Permet d'enchanter des tickets d'invocation 5★.
20009	Enchanter des tickets d'invocation 5★ : Lumière	Permet d'enchanter des tickets d'invocation 5★.
20010	Enchanter des tickets d'invocation 5★ : Ombre	Permet d'enchanter des tickets d'invocation 5★.
30001	Forger des tickets d'invoc. de carte d'âme prism. 5★	Permet d'utiliser des matériaux 5★ pour forger des tickets d'invocation de carte d'âme prismatique 5★.
30002	Forger des tickets d'invoc. de carte d'âme 5★	Permet d'utiliser des matériaux 4★ pour forger des tickets d'invocation de carte d'âme prismatique 5★.
30003	Forger des tickets d'invoc. de carte d'âme 4 à 5★	Permet d'utiliser des matériaux 4★ pour forger des tickets d'invocation de carte d'âme prismatique 4 à 5★.
40002	Décomposer des matériaux d'évolution : Eau 2★	Permet de décomposer des matériaux d'évolution 2★ pour en obtenir deux de 1★.
40003	Décomposer des matériaux d'évolution : Eau 3★	Permet de décomposer des matériaux d'évolution 3★ pour en obtenir deux de 2★.
40004	Décomposer des matériaux d'évolution : Eau 4★	Permet de décomposer des matériaux d'évolution 4★ pour en obtenir trois de 3★.
40005	Décomposer des matériaux d'évolution : Eau 5★	Permet de décomposer des matériaux d'évolution 5★ pour en obtenirtrois de 4★.
