// key	PUPPET_ICON_	PUPPET_TARGET_VISUAL_	PUPPET_SKILL_DESC_
21120028			效果1：\1名水屬性盟友的Skill量表{value_1}
21150011			效果1：\隨機1名盟友的Skill量表充能速度{value_1}，持續{duration_1}秒
21220029			效果1：\1名火屬性盟友攻擊力{value_1}，持續{duration_1}秒
21310012			效果1：\對攻擊目標造成{p_value_1}加成傷害
21320009			效果1：\賦予1名自身以外的木屬性盟友吸血(攻擊時回復{p_value_1}HP)，持續{duration_1}秒
21320030			效果1：\1名木屬性盟友弱點攻擊最終傷害{value_1}，持續{duration_1}秒
21350017			效果1：\賦予自身屏障{value_1}(在HP受影響前，吸收所有敵方攻擊傷害，無法與減益屏障同時啟用)，持續{duration_1}秒
21410016			效果1：\1名光屬性盟友敏捷度{value_1}，持續{duration_1}秒
21420004			效果1：\賦予自身激怒(最多累積{p_value_1}所受傷害，並一次回擊)，持續{duration_1}階段
21420031			效果1：\1名光屬性盟友命中率{value_1}，持續{duration_1}秒
21520003			效果1：\自身防禦力{value_1}，持續{duration_1}秒
21520005			效果1：\自身所有Skill傷害防禦力{value_1}，持續{duration_1}秒
21520032			效果1：\1名闇屬性盟友減益命中率{value_1}，持續{duration_1}秒
22110074			效果1：\對攻擊目標中的1名隨機敵人造成中毒(每當目標行動時，造成{p_value_1}傷害，並在受到傷害時附加加成傷害)，持續{duration_1}回合
22110079			效果1：\對攻擊目標造成{p_value_1}加成傷害
22110081			效果1：\攻擊目標的Skill量表{value_1}
22140046			效果1：\攻擊目標中1名隨機敵人的Skill量表充能速度{value_1}，持續{duration_1}秒
22210048			效果1：\對攻擊目標中的1名隨機敵人造成流血(每2秒{p_value_1}持續傷害)，持續{duration_1}秒
22220082			效果1：\賦予1名火屬性盟友減益屏障{value_1}(不能與吸收減益傷害的護盾共用，不能與其他屏障共用)，持續{duration_1}秒
22310043			效果1：\將{p_value_1}吸收為自身的HP
22320041			效果1：\治療自身{puppet_h_value_1}HP
22340075			效果1：\攻擊目標的弱點防禦{value_1}，持續{duration_1}秒
22450078			效果1：\1名盟友(低HP)持續回復量{value_1}，持續{duration_1}秒
22510057			效果1：\自身暴擊率{value_1}，持續{duration_1}秒
22510063			效果1：\自身暴擊{value_1}，持續{duration_1}秒
22510066			效果1：\自身Slide Skill傷害{value_1}，持續{duration_1}秒
22520035			效果1：\自身獲得吸血(攻擊時回復{p_value_1}HP)，持續{duration_1}秒
22530044			效果1：\1名盟友(低HP)減益迴避率{value_1}，持續{duration_1}秒
22550042			效果1：\1名闇屬性盟友暴擊最終傷害{value_1}，持續{duration_1}秒
