// key	RANDOM_BOX_NAME_	RANDOM_BOX_DESC_
30001	Boîtes porte-bonheur d'or	Cette boîte contient diverses récompenses.
30002	Boîte porte-bonheur du jour	Boîte porte-bonheur pleine de récompenses.
30003	Boîte porte-bonheur de pierre taillée	Boîte porte-bonheur pleine de récompenses.
30004	Boîte porte-bonheur de ticket d'invocation de Child d'Eau	Boîte porte-bonheur pleine de récompenses.
30005	Boîte porte-bonheur de ticket d'invocation de Child de Feu	Boîte porte-bonheur pleine de récompenses.
30006	Boîte porte-bonheur de ticket d'invoc. de Child de Bois	Boîte porte-bonheur pleine de récompenses.
30007	Boîte porte-bonheur de tickets d'invoc. de Child de Lumière	Boîte porte-bonheur pleine de récompenses.
30008	Boîte porte-bonheur de ticket d'invocation de Child d'Ombre	Boîte porte-bonheur pleine de récompenses.
30009	Boîte à bonheur de Ticket d'invocation	Cette boîte contient diverses récompenses.
30010	Boîte porte-bonheur d'outil de fabrication	Boîte porte-bonheur pleine de récompenses.
30011	Boîte porte-bonheur d'aide quotidienne	Boîte porte-bonheur pleine de récompenses.
30012	Boîte porte-bonheur de démon	Cadeau emballé par un démon. \Il a été choisi pour correspondre aux désirs de son destinataire. \Qu'y a-t-il à l'intérieur ? C'est un secret...
30013	Boîte porte-bonheur spéciale de fabrication	Boîte porte-bonheur pleine de récompenses.
30014	Paquet de donuts à la citrouille	Cette boîte contient diverses récompenses.
30015	Paquet de donuts à la citrouille d'Halloween	Cette boîte contient diverses récompenses.
30016	Boîte porte-bonheur de ticket d'invocation de Soutien	Boîte porte-bonheur pleine de récompenses.
30017	Boîte porte-bonheur de destin	Boîte porte-bonheur pleine de récompenses.
30018	Boîte porte-bonheur Noyau Amp.	Boîte porte-bonheur pleine de récompenses.
30019	Boîte porte-bonheur Noyau	Boîte porte-bonheur pleine de récompenses.
30020	Boîte porte-bonheur Noyau Amp. ATQ	Boîte porte-bonheur pleine de récompenses.
30021	Boîte porte-bonheur Noyau Amp. DÉF	Boîte porte-bonheur pleine de récompenses.
30022	Boîte porte-bonheur Noyau Amp. AGI	Boîte porte-bonheur pleine de récompenses.
30023	Boîte porte-bonheur Noyau Amp. CRT	Boîte porte-bonheur pleine de récompenses.
