// key	SKILL_NAME_	SKILL_VISUAL_	SKILL_DESCRIPTION_
11010001	水の一撃	sfx_atk_normal	対象に{value}の通常攻撃(自動)
11010101	水の一撃	sfx_atk_normal	対象に{value}の通常攻撃(自動)
11010201	水の一撃	sfx_atk_normal	対象に{value}の通常攻撃(自動)
11010301	水の一撃	sfx_atk_normal	対象に{value}の通常攻撃(自動)
11010401	水の一撃	sfx_atk_normal	対象に{value}の通常攻撃(自動)
11010403	スパイク！	sfx_atk_normal	対象に{value}の通常攻撃(自動)
11010601	水の一撃	sfx_atk_normal	対象に 通常攻撃(自動)
11020001	火の一撃	sfx_atk_normal	対象に{value}の通常攻撃(自動)
11020101	火の一撃	sfx_atk_normal	対象に{value}の通常攻撃(自動)
11020201	火の一撃	sfx_atk_normal	対象に{value}の通常攻撃(自動)
11020301	火の一撃	sfx_atk_normal	対象に{value}の通常攻撃(自動)
11020401	火の一撃	sfx_atk_normal	対象に{value}の通常攻撃(自動)
11020403	レシーブ！	sfx_atk_normal	対象に{value}の基本攻撃(自動)
11020601	火の一撃	sfx_atk_normal	対象に 通常攻撃(自動)
11030001	木の一撃	sfx_atk_normal	対象に{value}の通常攻撃(自動)
11030101	木の一撃	sfx_atk_normal	対象に{value}の通常攻撃(自動)
11030201	木の一撃	sfx_atk_normal	対象に{value}の通常攻撃(自動)
11030301	木の一撃	sfx_atk_normal	対象に{value}の通常攻撃(自動)
11030401	木の一撃	sfx_atk_normal	対象に{value}の通常攻撃(自動)
11030403	アタック！	sfx_atk_normal	対象に{value}の通常攻撃(自動)
11030601	木の一撃	sfx_atk_normal	対象に 通常攻撃(自動)
11040001	光の一撃	sfx_atk_normal	対象に{value}の通常攻撃(自動)
11040101	光の一撃	sfx_atk_normal	対象に{value}の通常攻撃(自動)
11040201	光の一撃	sfx_atk_normal	対象に{value}の通常攻撃(自動)
11040301	光の一撃	sfx_atk_normal	対象に{value}の通常攻撃(自動)
11040401	光の一撃	sfx_atk_normal	対象に{value}の通常攻撃(自動)
11040501	光の一撃	sfx_atk_normal	対象に{value}の通常攻撃(自動)
11040601	光の一撃	sfx_atk_normal	対象に 通常攻撃(自動)
11050001	闇の一撃	sfx_atk_normal	対象に{value}の通常攻撃(自動)
11050101	闇の一撃	sfx_atk_normal	対象に{value}の通常攻撃(自動)
11050201	闇の一撃	sfx_atk_normal	対象に{value}の通常攻撃(自動)
11050301	闇の一撃	sfx_atk_normal	対象に{value}の通常攻撃(自動)
11050401	闇の一撃	sfx_atk_normal	対象に{value}の通常攻撃(自動)
11050601	闇の一撃	sfx_atk_normal	対象に 通常攻撃(自動)
17000001	回復	buff/17000001/buff_set	HPを一定時間の間、一定量ずつ回復
17000002	治す	buff/17000002/buff_set	HPを即時一定量回復
17000003	攻撃力↑	buff/17000003/buff_set	攻撃力が増加
17000004	防御力↑	buff/17000004/buff_set	防御力が増加
17000005	機敏性↑	buff/17000005/buff_set	機敏性が増加
17000006	クリティカル↑	buff/17000006/buff_set	クリティカル増加
17000007	スキルチャージ↑	buff/17000007/buff_set	スキルゲージチャージ量増加。スキルゲージチャージ加速と重複可能
17000008	免疫	buff/17000008/buff_set	全てのデバフ効果に対して免疫を付与。受けていたデバフ効果は即時解除
17000009	無敵	buff/17000009/buff_set	全ての攻撃とデバフ効果を無効化
17000010	不死	buff/17000010/buff_set	致死量のダメージを受けてもHPが1以下に下がらない
17000012	吸血	buff/17000012/buff_set	攻撃で与えたダメージの一部をしばらく後に自身のHPに転換する
17000013	復活	buff/17000013/buff_set	死亡したチャイルドを即時復活させる
17000014	スキルチャージ加速	buff/17000014/buff_set	スキルゲージチャージ速度が速くなります。スキルゲージチャージ量増加効果と重複可能
17000015	即時回復量↑	buff/17000015/buff_set	即時回復スキルの効果を増加
17000016	スキル防御↑	buff/17000016/buff_set	全てのスキルに対して防御を増加
17000017	スキル強化Ⅱ	buff/17000017/buff_set	スキルの最終ダメージを増加。また、通常攻撃・ドライブ・持続効果には適用されない
17000018	最大HP↑	buff/17000018/buff_set	バリアを付与して、追加のHPを獲得する
17000019	通常攻撃強化Ⅱ	buff/17000019/buff_set	通常攻撃の最終ダメージを増加
17000020	ノーマルスキル強化Ⅱ	buff/17000020/buff_set	ノーマルスキルの最終ダメージを増加
17000021	スライド強化Ⅱ	buff/17000021/buff_set	スライドスキルの最終ダメージを増加
17000022	ドライブ強化Ⅱ	buff/17000022/buff_set	ドライブスキルの最終ダメージを増加
17000023	ドライブ持続↑	buff/17000023/buff_set	ドライブスキルで付与されるバフ効果の持続時間を増加
17000024	クリティカル確率↑	buff/17000024/buff_set	クリティカル攻撃の発生確率を増加
17000025	スキル強化	buff/17000025/buff_set	ノーマル/スライドスキル攻撃のダメージが増加します。通常攻撃、ドライブスキル攻撃には適用されません。
17000026	ドライブチャージ↑	buff/17000026/buff_set	ドライブゲージのチャージ量を増加
17000027	回避率↑	buff/17000027/buff_set	スキルに対しての回避率を増加
17000028	デバフ効果回避↑	buff/17000028/buff_set	デバフ効果に対しての回避率を増加
17000029	反射	buff/17000029/buff_set	被ダメージの一部を相手に反射する。また、ドライブスキル・持続効果のダメージは反射できない
17000030	弱点防御↑	buff/17000030/buff_set	弱点攻撃に対しての防御力を増加
17000031	クリティカル攻撃↑	buff/17000031/buff_set	クリティカル攻撃の最終ダメージを増加
17000032	弱点攻撃↑	buff/17000032/buff_set	弱点攻撃のダメージを増加
17000033	持続回復量↑	buff/17000033/buff_set	持続回復スキルの効果を増加
17000034	通常攻撃強化	buff/17000034/buff_set	通常攻撃を強化
17000035	ノーマルスキル強化	buff/17000035/buff_set	ノーマルスキルを強化
17000036	スライド強化	buff/17000036/buff_set	スライドスキルを強化
17000037	激怒	buff/17000037/buff_set	持続時間の間、受けたダメージを貯めて、次のスキルを使用時に貯めたダメージ分、攻撃します。
17000038	ドライブ強化	buff/17000038/buff_set	ドライブスキルの効果を強化
17000039	通常攻撃防御↑	buff/17000039/buff_set	通常攻撃に対しての防御力を増加
17000040	ノーマルスキル防御↑	buff/17000040/buff_set	ノーマルスキルに対しての防御力を増加
17000041	スライド防御↑	buff/17000041/buff_set	スライドスキルに対しての防御力を増加
17000042	クリティカル防御↑	buff/17000042/buff_set	クリティカル攻撃に対しての防御力を増加
17000043	デバフ効果短縮	buff/17000043/buff_set	デバフ持続時間が短縮します。最終持続時間はデバフが適用される時点での残り時間に比例します。
17000044	挑発	buff/17000044/buff_set	敵を挑発し、全体攻撃を除く全ての攻撃を味方の代わり受ける
17000045	HP分配	buff/17000045/buff_set	HPの一部を味方に分配
17000048	追加ダメージ	none	追加ダメージを与える
17000049	防御無視ダメージ	none	防御力を無視してダメージを与える
17000050	HP吸収	buff/17000050/buff_set	攻撃で与えたダメージの一部を自身のHPに転換する
17000051	スキルチャージ追加	buff/17000051/buff_set	自身を除く対象のスキルゲージを直ちに一定量チャージします。
17000052	ドライブ追加	buff/17000052/buff_set	ドライブゲージを即時一定量チャージ
17000053	狂暴化	buff/17000053/buff_set	攻撃力が増加して全ての攻撃とデバフ効果を無視。持続時間終了後、無視していたダメージを一括で受ける。最小ダメージは対象全体HPの50%
17000054	諸刃の剣	buff/17000054/buff_set	攻撃力が増加する代わりに防御力が減少する
17000055	スキル防御↑	buff/17000055/buff_set	全てのスキルに対して防御が増加
17000056	無敵(回数)	buff/17000056/buff_set	全ての攻撃とデバフ効果を無視
17000057	デバフ効果無効	buff/17000057/buff_set	即時全てのデバフ効果を解除
17000058	ドライブ防御↑	buff/17000058/buff_set	ドライブスキルに対して防御力が増加
17000059	幻影召喚	none	(レイドモンスター専用)死亡したチームモンスターのHPを100%で全体復活
17000060	攻守転換	buff/17000060/buff_set	持続時間の間、対象の攻撃力と防御力を逆転させる
17000061	フルチャージ	buff/17000061/buff_set	自身を除く対象のスキルゲージを直ちにフルチャージします。
17000062	クールタイム減少	buff/17000062/buff_set	一定時間の間、対象のスライドスキルのクールタイムを減少
17000063	攻撃力重複	buff/17000063/buff_set	パフ回数によって攻撃力を増加
17000064	防御力重複	buff/17000064/buff_set	パフ回数によって防御力を増加
17000065	集中	buff/17000065/buff_set	持続時間中、攻撃が必中のクリティカル攻撃になる。失明とクリティカル攻撃に悪影響を与える効果に対しては免疫
17000066	生命連結	buff/17000066/buff_set	自身が受けた最終ダメージの一部を回復量に転換し、HPの残りが最も少ない味方2体を回復させます。
17000067	気合	buff/17000067/buff_set	バフの回数に比例して攻撃力が増加(最大3回まで重ね掛け可能)
17000068	暴走	buff/17000068/buff_set	戦闘時間が一定時間超える毎に攻撃力を増加
17000069	沈黙耐性↑	none	沈黙に対する回避率が増加します。
17000070	混乱耐性↑	none	混乱に対する回避率が増加します。
17000071	気絶耐性↑	none	気絶に対する回避率が増加します。
17000072	睡眠耐性↑	none	睡眠に対する回避率が増加します。
17000073	回復不可耐性↑	none	回復不可に対する回避率が増加します。
17000074	失明耐性↑	none	失明に対する回避率が増加します。
17000075	石化耐性↑	none	石化に対する回避率が増加します。
17000076	氷結耐性↑	none	凍結に対する回避率が増加します。
17000077	出血ダメージ↓	none	出血によって受けるダメージを減少させます。
17000078	中毒ダメージ↓	buff/17000078/buff_set	中毒によって受けるダメージを減少させます。
17000084	遠距離攻撃	buff/17000084/buff_set	敵の身代わり、反射を無視してダメージを与える
17000087	デバフ効果解除	buff/17000087/buff_set	デバフ効果を1つ解除する
17000088	スキルチャージ重複	buff/17000088/buff_set	バフ回数に比例してスキルゲージチャージ量が増加
17000089	反撃態勢	buff/17000089/buff_set	敵の反射を無視して、回避時スキル攻撃力増加
17000090	諸刃の剣	buff/17000090/buff_set	バフ回数に比例して攻撃力が増加する代わりに防御力が減少
17000091	熱気重ね掛け	buff/17000091/buff_set	スキルゲージ増加速度及び攻撃力増加
17000093	クリティカル抑制	none	クリティカルスキルの発動率減少、バフの種類で判定
17000111	忍耐	buff/17000111/buff_set	ダメージを与えるデバフ効果のみダメージを無効化し、回数を減少
17000112	狂暴化	buff/17000112/buff_set	攻撃力が増加し、全ての攻撃とデバフを無効にするが、持続時間後、100％の確率で5秒間、気絶状態になる。
17000113	睡眠デバフ無効化	buff/17000113/buff_set	睡眠を解除し、持続時間の間、該当の効果を無効化します。
17000114	沈黙デバフを無効化	buff/17000114/buff_set	沈黙を解除し、持続時間の間、該当の効果を無効化します。
17000115	混乱デバフ解除	none	混乱を解除し、持続時間の間、該当の効果を無効化します。
17000116	気絶デバフ無効化	buff/17000116/buff_set	気絶＆強打を解除し、持続時間の間、該当の効果を無効化します。
17000117	石化デバフ無効化	buff/17000117/buff_set	石化を解除し、持続時間の間、該当の効果を無効化します。
17000118	氷結デバフ解除	none	凍結を解除し、持続時間の間、該当の効果を無効化します。
17000119	無力化デバフ無効	buff/17000119/buff_set	無力化デバフ(石化、凍結、混乱、沈黙、気絶、強打、睡眠)を解除し、持続時間の間、該当の効果を無効化します。
17000120	持続ダメージデバフ無効化	buff/17000120/buff_set	持続ダメージデバフを解除し、持続時間の間、該当の効果を無効化します。
17000121	回復デバフ無効化	none	回復系デバフを解除し、持続時間の間、該当の効果を無効化します。
17000122	保護デバフ無効化	none	保護系デバフを解除し、持続時間の間、該当の効果を無効化します。
17000123	スキルダメージデバフ解除	none	スキルダメージデバフを解除し、持続時間の間、該当の効果を無効化します。
17000124	スキル防御デバフ無効化	none	スキル防御デバフを解除し、持続時間の間、該当の効果を無効化します。
17000125	成長デバフ無効化	none	成長系デバフを解除し、持続時間の間、該当の効果を無効化します。
17000127	転換デバフ無効化	none	転換系デバフを解除し、持続時間の間、該当の効果を無効化します。
17000128	時間デバフ無効化	none	時間系デバフを解除し、持続時間の間、該当の効果を無効化します。
17000129	確率デバフ無効化	none	確率系デバフを解除し、持続時間の間、該当の効果を無効化します。
17000130	属性デバフ無効化	none	属性系デバフを解除し、持続時間の間、該当の効果を無効化します。
17000131	睡眠＆沈黙デバフ無効化	none	睡眠＆沈黙を解除し、持続時間の間、該当の効果を無効化します。
17000132	石化＆凍結デバフ無効化	none	石化＆凍結を解除し、持続時間の間、該当の効果を無効化します。
17000133	バリア	buff/17000133/buff_set	バリア(敵の全ての攻撃にHPより優先して消耗)を生成し、攻撃を代わりに受けさせます。
17000134	属性効果解除	none	属性アドバンテージ削除戦場バフ
17000140	諸刃の剣		バフの数に比例して、攻撃力＆ドライブゲージ/スキルゲージチャージ量が増加する代わり、防御力が減少します。(最大3回まで重ね掛け可能、解除不可)
17000141	浄化	buff/17000001/buff_set	出血を持続回復に転換します。回復量は出血ダメージの50%です。
17000142	応援	buff/17000142/buff_set	弱点攻撃最終ダメージが15%増加し、適用時点でのバフ所持数(最大6個)に比例して攻撃力が10%ずつ増加します。
17000145	出血ダメージ量↑	none	敵に与える出血ダメージ増加
17000147	再誕	buff/17000147/buff_set	HPが0になると、最大HPの50%の状態で回復＆スキルゲージフルチャージし、攻撃力を+100ずつ最大5回まで重ね掛けします。
17000148	デバフバリア	buff/17000148/buff_set	魔力ダメージを除くデバフによるダメージを代わりに吸収するシールドを生成します。(バリアと同時適用不可)
17000149	連撃	buff/17000149/buff_set	バフ中に敵を倒すと、ランダムで敵1体に1500の追加ダメージを与えます。
17000151	オーバーロード	buff/17000151/buff_set	ノーマル＆スライドスキル最終ダメージが+30%増加する代わりに、スキルクールタイムが3秒増加し、スキルチャージ速度が-50%に減少します。
17000152	失明デバフ抵抗	none	失明デバフに対する抵抗
17000153	直撃	buff/17000153/buff_set	敵の忍耐を無視
17000154	ドライブ重ね掛け	buff/17000154/buff_set	バフ回数に比例し、ドライブゲージチャージ量が増加
17000155	覚醒	buff/17000155/buff_set	クリティカル最終ダメージが30%増加し、バフ所持数(最大6個)に比例してスライドスキル最終ダメージが+10%ずつ増加します。
17000156	呪いデバフ無効化	none	呪いを解除し、持続時間の間、該当の効果を無効化します。
17000157	秘癒	buff/17000157/buff_set	自身が行動するか、攻撃を受けるたびに自身のHPを回復します。
17000158	回復不可デバフ無効化	none	回復不可を解除し、持続時間の間、該当の効果を無効化します。
17000159	中毒デバフ無効化	none	中毒を解除し、持続時間の間、該当の効果を無効化します。
17000160	接触石化	buff/17000160/buff_set	自身を攻撃した相手を一定確率で石化させます。(デバフ短縮＆延長不可)
17000161	鋭利な刃	buff/17000161/buff_set	光属性の味方の数に比例して、弱点攻撃最終ダメージが増加します。(最大10体まで)
17000165	解毒	buff/17000001/buff_set	中毒を解除し、中毒1回に該当するダメージを即時回復
17000167	勧善懲悪Ⅱ	buff/17000167/buff_set	味方のバフ数に比例して回復
