// key	SKILL_TARGET_
0	
1	เป้าหมาย
10	พันธมิตรที่ถูกต้อง
100	พันธมิตรธาตุแสง (ใต้ดิน)
1001	พันธมิตร (ที่ทำให้บริสุทธิ์)
1002	ศัตรู (ที่ได้รับการชำระล้าง)
101	พันธมิตรธาตุมืด (ใต้ดิน)
1011	พันธมิตร (PvP, เกจสกิลสูงสุด)
1012	ศัตรู (PvP, เกจสกิลสูง)
102	พันธมิตร (ที่เผาไหม้)
1021	พันธมิตรธาตุน้ำ (PvP, สายโจมตี)
1022	ศัตรูธาตุน้ำ (PvP, สายโจมตี)
103	พันธมิตร (ที่มีแผลไฟไหม้/แผลพุพอง)
1031	พันธมิตรสายโจมตีธาตุไฟ (PvP, สายโจมตี)
1032	ศัตรูธาตุไฟ (PvP, สายโจมตี)
104	พันธมิตร (ลูกโป่งน้ำ)
1041	พันธมิตรธาตุไม้ (PvP, สายโจมตี)
1042	ศัตรูธาตุไม้ (PvP, สายโจมตี)
105	พันธมิตร (เดธฮีล)
1051	พันธมิตรสายโจมตีธาตุแสง (PvP)
1052	ศัตรูธาตุแสง (PvP, สายโจมตี)
106	พันธมิตร (ยกเว้นตัวเอง)
1061	พันธมิตรธาตุมืด (PvP, สายโจมตี)
1062	ศัตรูธาตุมืด (PvP, สายโจมตี)
107	ตัวเอง (PvP)
1074	เป้าหมายที่ถูกโจมตี
108	พันธมิตร (ตีตรา)
1085	เป้าหมาย
109	พันธมิตรธาตุน้ำ (บอสยักษ์ 20 คน, พลังโจมตีสูง)
1091	พันธมิตร (ที่ไม่ติดดีบัฟ)
1092	ศัตรู (ที่ไม่ติดดีบัฟ)
110	พันธมิตรธาตุไฟ (บอสยักษ์ 20 คน, พลังโจมตีสูง)
1101	พันธมิตร (เป้าหมายที่บัฟสนามรบคงอยู่)
1102	ศัตรู (เป้าหมายที่บัฟสนามรบคงอยู่)
1103	ศัตรู/พันธมิตรทั้งหมด (เป้าหมายที่บัฟสนามรบคงอยู่)
111	พันธมิตรธาตุไม้ (บอสยักษ์ 20 คน, พลังโจมตีสูง)
1111	พันธมิตรธาตุน้ำ (รวมถึงตัวเองหากธาตุเดียวกัน)
112	พันธมิตรธาตุแสง (บอสยักษ์ 20 คน, พลังโจมตีสูง)
1121	พันธมิตรธาตุน้ำ (รวมถึงตัวเองหากธาตุเดียวกัน)
113	พันธมิตรธาตุมืด (บอสยักษ์ 20 คน, พลังโจมตีสูง)
114	พันธมิตร (บัฟจำนวนมาก)
115	พันธมิตร (บอสยักษ์ 20 คน, ที่ติดดีบัฟ)
116	พันธมิตร (บอสยักษ์ 5 คน, พลังโจมตีสูง)
1161	พันธมิตร (PvP, เดธฮีล)
1162	ศัตรู (PvP, เดธฮีล)
117	พันธมิตร (บอสยักษ์ 5 คน)
118	พันธมิตร (ระเบิดหิมะ)
119	พันธมิตรธาตุน้ำ (บอสยักษ์ 5 คน, พลังโจมตีสูง)
12	พันธมิตรสายโจมตี
120	พันธมิตรธาตุไฟ (บอสยักษ์ 5 คน, พลังโจมตีสูง)
121	พันธมิตรธาตุไม้ (บอสยักษ์ 5 คน, พลังโจมตีสูง)
122	พันธมิตรธาตุแสง (บอสยักษ์ 5 คน, พลังโจมตีสูง)
123	พันธมิตรธาตุมืด (บอสยักษ์ 5 คน, พลังโจมตีสูง)
124	พันธมิตรสายโจมตี (PvP)
125	พันธมิตรสายป้องกัน (PvP)
126	พันธมิตร (PvP, สายรักษา)
127	พันธมิตรสายดีบัฟ (PvP)
128	พันธมิตรสายสนับสนุน (PvP)
129	พันธมิตรธาตุน้ำ (ยกเว้นตัวเอง)
13	พันธมิตรสายป้องกัน
130	พันธมิตรธาตุไฟ (ยกเว้นตัวเอง)
131	พันธมิตรธาตุไม้ (ยกเว้นตัวเอง)
132	พันธมิตรธาตุแสง (ยกเว้นตัวเอง)
133	พันธมิตรธาตุมืด (ยกเว้นตัวเอง)
134	พันธมิตร (PvP, พลังโจมตีสูง)
135	หากถอดเอฟเฟกต์
136	พันธมิตร (ยกเว้นตัวเอง, HP 50%% หรือต่ำกว่า)
137	พันธมิตร (HP ต่ำ, รวมทั้งตัวเอง)
138	พันธมิตร (HP ต่ำ, รวมทั้งตัวเอง)
139	ตัวเอง (PvE)
14	พันธมิตรสายรักษา
140	พันธมิตร (PvE)
141	พันธมิตรธาตุน้ำ (PvE)
142	พันธมิตรธาตุไฟ (PvE)
143	พันธมิตรธาตุไม้ (PvE)
144	พันธมิตรธาตุแสง (PvE)
145	พันธมิตรธาตุมืด (PvE)
146	พันธมิตร (พิษ)
147	พันธมิตรสายโจมตี (PvE)
148	พันธมิตร (PvE, สายป้องกัน)
149	พันธมิตร (PvE, สายรักษา)
15	พันธมิตรสายดีบัฟ
150	พันธมิตรสายดีบัฟ (PvE)
151	พันธมิตร (PvE, สายสนับสนุน)
