// key	DUNGEON_NAME_	DUNGEON_SECOND_NAME_	DUNGEON_LOCATION_DESC_
1000	1-1	教学	莫娜老师会手把手教你的♥
100001	第1关	教学1	
100002	第2关	教学2	
100003	第3关	教学3	
100004	第4关	教学4	
1001	1-2	狄蜜特I	护士是白衣天使……那么，狄蜜特呢？
100101	第1关	魂之地下城	
100102	第2关	贫穷的恶魔	
100103	第3关	魔王争夺战	
100104	第4关	虚张声势的狄蜜特	
1002	1-3	商业街	地点是商业街，人们的欲望在此漫溢而出。
100201	第1关	商业街	
100202	第2关	商业街	
100203	第3关	商业街	
100204	第4关	商业街	
1003	1-4	狄蜜特II	糟糕！这护士怎么这么厉害啊？
100301	第1关	魅魔本色	
100302	第2关	佛系青年恶魔	
100303	第3关	人类欲望	
100304	第4关	愿望与后悔	
1004	1-5	商业街	地点是商业街，一条激情四射的街道。
100401	第1关	商业街	
100402	第2关	商业街	
100403	第3关	商业街	
100404	第4关	商业街	
1005	1-6	美味食物	暴饮暴食是七大罪之一。把你的罪孽留在钱包里吧！
100501	第1关	勤奋的恶魔	
100502	第2关	失格的恶魔	
100503	第3关	刻意的失言	
100504	第4关	真实的愿望	
1006	1-7	商业街	地点是商业街，到处都充斥着欲望。
100601	第1关	商业街	
100602	第2关	商业街	
100603	第3关	商业街	
100604	第4关	商业街	
1007	1-8	玛门	一个干练男人的必备品是什么呢？那就是包包。\手拿包不可或缺！
100701	第1关	黄金之王登场	
100702	第2关	万事顺利	
100703	第3关	绝对的统治者	
100704	第4关	王的出巡	
1010	1-1	出道	注意别让超负荷的工作摧毁你的心灵。
101001	第1关	困难	
1011	1-2	达芙妮	人生就是一连串的战斗。\勇者啊！站起来去夺得胜利吧！
101101	第1关	困难-英雄的试炼	
1012	1-3	商业街	欲望就是要愉快地享受！
101201	第1关	困难-商业街	
1013	1-4	弗雷希亚	爱情就是执着。\我现在仍然能听见她跟着我的脚步声……
101301	第1关	困难-红色情书	
1014	1-5	商业街	激情和令人难耐的热忱不断地盘旋。
101401	第1关	困难-商业街	
