// key	RECIPE_NAME_	RECIPE_DESC_
20001	Enchant 10x Summon Ticket: Water	Enchant 10x Summon Tickets.
20002	Enchant 10x Summon Ticket: Fire	Enchant 10x Summon Tickets.
20003	Enchant 10x Summon Ticket: Wood	Enchant 10x Summon Tickets.
20004	Enchant 10x Summon Ticket: Light	Enchant 10x Summon Tickets.
20005	Enchant 10x Summon Ticket: Dark	Enchant 10x Summon Tickets.
20006	Enchant 5★ Summon Ticket: Water	Enchant 5★ Summon Tickets.
20007	Enchant 5★ Summon Ticket: Fire	Enchant 5★ Summon Tickets.
20008	Enchant 5★ Summon Ticket: Wood	Enchant 5★ Summon Tickets.
20009	Enchant 5★ Summon Ticket: Light	Enchant 5★ Summon Tickets.
20010	Enchant 5★ Summon Ticket: Dark	Enchant 5★ Summon Tickets.
30001	Forge 5★ Prism Soul Carta Summon Ticket	Use 5★ materials and forge 5★ Prism Soul Carta Summon Tickets.
30002	Forge 5★ Soul Carta Summon Ticket	Use 4★ materials and forge 5★ Soul Carta Summon Tickets.
30003	Forge 4-5★ Soul Carta Summon Ticket	Use 4★ materials and forge 4-5★ Soul Carta Summon Tickets.
40002	Disassemble Evolution Material: Water 2★	Disassemble 2★ Evolution materials into two 1★ ones.
40003	Disassemble Evolution Material: Water 3★	Disassemble 3★ Evolution materials into two 2★ ones.
40004	Disassemble Evolution Material: Water 4★	Disassemble 4★ Evolution materials into three 3★ ones.
40005	Disassemble Evolution Material: Water 5★	Disassemble 5★ Evolution materials into three 4★ ones.
40006	Disassemble Evolution Material: Fire 2★	Disassemble 2★ Evolution materials into two 1★ ones.
40007	Disassemble Evolution Material: Fire 3★	Disassemble 3★ Evolution materials into two 2★ ones.
40008	Disassemble Evolution Material: Fire 4★	Disassemble 4★ Evolution materials into three 3★ ones.
40009	Disassemble Evolution Material: Fire 5★	Disassemble 5★ Evolution materials into three 4★ ones.
40010	Disassemble Evolution Material: Wood 2★	Disassemble 2★ Evolution materials into two 1★ ones.
40011	Disassemble Evolution Material: Wood 3★	Disassemble 3★ Evolution materials into two 2★ ones.
40012	Disassemble Evolution Material: Wood 4★	Disassemble 4★ Evolution materials into three 3★ ones.
40013	Disassemble Evolution Material: Wood 5★	Disassemble 5★ Evolution materials into three 4★ ones.
40014	Disassemble Evolution Material: Light 2★	Disassemble 2★ Evolution materials into two 1★ ones.
40015	Disassemble Evolution Material: Light 3★	Disassemble 3★ Evolution materials into two 2★ ones.
40016	Disassemble Evolution Material: Light 4★	Disassemble 4★ Evolution materials into three 3★ ones.
40017	Disassemble Evolution Material: Light 5★	Disassemble 5★ Evolution materials into three 4★ ones.
40018	Disassemble Evolution Material: Dark 2★	Disassemble 2★ Evolution materials into two 1★ ones.
40019	Disassemble Evolution Material: Dark 3★	Disassemble 3★ Evolution materials into two 2★ ones.
40020	Disassemble Evolution Material: Dark 4★	Disassemble 4★ Evolution materials into three 3★ ones.
40021	Disassemble Evolution Material: Dark 5★	Disassemble 5★ Evolution materials into three 4★ ones.
50001	Amp. ATK Core Lucky Box	An event recipe created to celebrate the opening of Hephaestus's Forge.\Can be used to forge during the event period.
50002	Amp. DEF Core Lucky Box	An event recipe created to celebrate the opening of Hephaestus's Forge.\Can be used to forge during the event period.
50003	Amp. AGL Core Lucky Box	An event recipe created to celebrate the opening of Hephaestus's Forge.\Can be used to forge during the event period.
50004	Amp. CRT Core Lucky Box	An event recipe created to celebrate the opening of Hephaestus's Forge.\Can be used to forge during the event period.
50005	Hephaestus Child Select Box	An event recipe created to celebrate the opening of Hephaestus's Forge.\Can be used to forge during the event period.
50006	Hephaestus Spa Skin Select Box	An event recipe created to celebrate the opening of Hephaestus's Forge.\Can be used to forge during the event period.
50007	Hephaestus Costume Select Box	An event recipe created to celebrate the opening of Hephaestus's Forge.\Can be used to forge during the event period.
50010	Aurora's Crown_3	An event recipe created to celebrate the opening of Hephaestus's Forge.\Can be used to forge during the event period.
50011	Aurora's Wings_3	An event recipe created to celebrate the opening of Hephaestus's Forge.\Can be used to forge during the event period.
50012	Heart Bell_3	An event recipe created to celebrate the opening of Hephaestus's Forge.\Can be used to forge during the event period.
50013	Onyx	An event recipe created to celebrate the opening of Hephaestus's Forge.\Can be used to forge during the event period.
50014	Smith Master Seal	An event recipe created to celebrate the opening of Hephaestus's Forge.\Can be used to forge during the event period.
50201	Ignition Core Creation	An event recipe.\Can be used to forge during the event period.
50202	Hephaestus Spa Skin Lucky Box	An event recipe.\Can be used to forge during the event period.
50203	Core Material Lucky Box	An event recipe.\Can be used to forge during the event period.
50204	Hephaestus Costume Select Box	An event recipe.\Can be used to forge during the event period.
50205	Onyx	An event recipe.\Can be used to forge during the event period.
50206	10x Summon Ticket	An event recipe.\Can be used to forge during the event period.
50301	Boss Cow Cacus	An event recipe.\Can be used to forge during the event period.
50302	Quintessential Flask	An event recipe.\Can be used to forge during the event period.
50303	Alchemist's Gloves	An event recipe.\Can be used to forge during the event period.
50304	Alchemy Kit	An event recipe.\Can be used to forge during the event period.
50308	Weapon Crafting Stone	An event recipe.\Can be used to forge during the event period.
50309	Armor Crafting Stone	An event recipe.\Can be used to forge during the event period.
50310	Accessory Crafting Stone	An event recipe.\Can be used to forge during the event period.
50311	3-year Special Child Select Box	An event recipe.\Can be used to forge during the event period.
50312	Weapon Crafting Stone	An event recipe.\Can be used to forge during the event period.
50313	Armor Crafting Stone	An event recipe.\Can be used to forge during the event period.
50314	Accessory Crafting Stone	An event recipe.\Can be used to forge during the event period.
50315	Weapon Crafting Tool	An event recipe.\Can be used to forge during the event period.
50316	Armor Crafting Tool	An event recipe.\Can be used to forge during the event period.
50317	Accessory Crafting Tool	An event recipe.\Can be used to forge during the event period.
50318	3-year Special Soul Carta Select Box	An event recipe.\Can be used to forge during the event period.
