// key	PUPPET_ICON_	PUPPET_TARGET_VISUAL_	PUPPET_SKILL_DESC_
21120028			效果1：\1名水属性盟友的Skill量表{value_1}
21150011			效果1：\随机1名盟友的Skill量表充能速度{value_1}，持续{duration_1}秒
21220029			效果1：\1名火属性盟友攻击力{value_1}，持续{duration_1}秒
21310012			效果1：\对攻击目标造成{p_value_1}额外伤害
21320009			效果1：\赋予1名自身以外的木属性盟友吸血（攻击时回复{p_value_1}HP），持续{duration_1}秒
21320030			效果1：\1名木属性盟友弱点攻击最终伤害{value_1}，持续{duration_1}秒
21350017			效果1：\赋予自身屏障{value_1}（在HP受影响前，吸收所有敌方攻击伤害，无法与减益屏障同时启用），持续{duration_1}秒
21410016			效果1：\1名光属性盟友敏捷度{value_1}，持续{duration_1}秒
21420004			效果1：\赋予自身激怒（最多累积{p_value_1}所受伤害，并一次回击），持续{duration_1}阶段
21420031			效果1：\1名光属性盟友命中率{value_1}，持续{duration_1}秒
21520003			效果1：\自身防御力{value_1}，持续{duration_1}秒
21520005			效果1：\自身所有Skill伤害防御力{value_1}，持续{duration_1}秒
21520032			效果1：\1名暗属性盟友减益命中率{value_1}，持续{duration_1}秒
22110074			效果1：\对攻击目标中的1名随机敌人造成毒药（每当目标行动时，造成{p_value_1}伤害，并在受到伤害时附加额外伤害），持续{duration_1}回合
22110079			效果1：\对攻击目标造成{p_value_1}额外伤害
22110081			效果1：\攻击目标的Skill量表{value_1}
22140046			效果1：\攻击目标中1名随机敌人的Skill量表充能速度{value_1}，持续{duration_1}秒
22210048			效果1：\对攻击目标中的1名随机敌人造成流血（每2秒{p_value_1}持续伤害），持续{duration_1}秒
22220082			效果1：\赋予1名火属性盟友减益屏障{value_1}（不能与吸收减益伤害的护盾共用，不能与其他屏障共用），持续{duration_1}秒
22310043			效果1：\将{p_value_1}吸收为自身的HP
22320041			效果1：\治疗自身{puppet_h_value_1}HP
22340075			效果1：\攻击目标的弱点防御{value_1}，持续{duration_1}秒
22450078			效果1：\1名盟友（低HP）持续回复量{value_1}，持续{duration_1}秒
22510057			效果1：\自身暴击率{value_1}，持续{duration_1}秒
22510063			效果1：\自身暴击{value_1}，持续{duration_1}秒
22510066			效果1：\自身Slide Skill伤害{value_1}，持续{duration_1}秒
22520035			效果1：\自身获得吸血（攻击时回复{p_value_1}HP），持续{duration_1}秒
22530044			效果1：\1名盟友（低HP）减益效果闪避率{value_1}，持续{duration_1}秒
22550042			效果1：\1名暗属性盟友暴击最终伤害{value_1}，持续{duration_1}秒
23110111			效果1：\对攻击目标造成毒药（每当目标行动时，造成{p_value_1}伤害，并在受到伤害时附加额外伤害），持续{duration_1}回合
23110144			效果1：\对攻击目标中的火属性敌人造成{p_value_1}额外伤害
23120117			效果1：\自身所有Skill伤害防御力{value_1}，持续{duration_1}秒
23130134			效果1：\为1名盟友（低HP）回复{puppet_h_value_1}HP
23210106			效果1：\对攻击目标中的木属性敌人造成{p_value_1}额外伤害
23210109			效果1：\对攻击目标造成{p_value_1}无视防御伤害
23220138			效果1：\赋予自身挑衅（有{p_value_1}的几率发动），持续{duration_1}秒
23310090			效果1：\对攻击目标中的水属性敌人造成{p_value_1}额外伤害
23330095			效果1：\赋予1名盟友（低HP）屏障{value_1}（在HP受影响前，吸收所有敌方攻击伤害，无法与减益屏障同时启用），持续{duration_1}秒
23350150			效果1：\2名盟友（低HP）闪避率{value_1}，持续{duration_1}秒
23410093			效果1：\对攻击目标中的暗属性敌人造成{p_value_1}额外伤害
23450103			效果1：\有{p_value_1}的几率移除1名盟友（持续伤害状态）的持续伤害效果
23450146			效果1：\2名光属性盟友弱点攻击防御力{value_1}，持续{duration_1}秒
23510123			效果1：\对攻击目标中的光属性敌人造成{p_value_1}额外伤害
23510130			效果1：\对攻击目标造成{p_value_1}无视防御伤害
23520135			效果1：\自身获得吸血（攻击时回复{p_value_1}HP），持续{duration_1}秒
23530147			效果1：\2名暗属性盟友减益效果闪避率{value_1}，持续{duration_1}秒
24110164			效果1：\对2名敌人（高攻击力）造成毒药（每当目标行动时，造成{p_value_1}伤害，并在受到伤害时附加额外伤害），持续{duration_1}回合
24110191			效果1：启动几率：{puppet_buff_1_prob}%\有{p_value_1}的几率对攻击目标造成禁止回复（吸血/HP吸取除外），持续{duration_1}秒
24120154			效果1：\将{p_value_1}吸收为自身的HP
24120183			效果1：\自身所有Skill伤害防御力{value_1}，持续{duration_1}秒
24120218			效果1：\赋予1名水属性盟友{value_1}屏障（在HP受影响前吸收所有敌方攻击伤害，无法与减益屏障共用），持续{duration_1}秒\\效果2：\赋予1名水属性盟友所有Skill伤害防御力{value_1}，持续16秒（16秒后或是受到{duration_1}次攻击后取消）
24140179			效果1：\攻击目标中1名随机敌人的Skill量表充能速度{value_1}，持续{duration_1}秒
24150170			效果1：\2名盟友（高攻击力）的Skill量表充能速度{value_1}，持续{duration_1}秒
24150207			效果1：\1名水属性盟友（攻击力最高）的Tap Skill最终伤害{value_1}，持续{duration_1}秒
24150222			效果1：\为2名盟友（低HP）回复{puppet_h_value_1}HP
24210206			效果1：\在20人巨型Boss中，对全体敌人造成地狱火（根据火属性盟友数量造成{p_value_1}额外伤害，最多10名）
24210211			效果1：\对随机1名敌人造成流血（每2秒造成{p_value_1}持续伤害），持续{duration_1}秒
24220171			效果1：\赋予2名火属性盟友屏障{value_1}（在HP受影响前，吸收所有敌方攻击伤害，无法与减益屏障同时启用），持续{duration_1}秒
24220177			效果1：\赋予自身屏障{value_1}（在HP受影响前，吸收所有敌方攻击伤害，无法与减益屏障同时启用），持续{duration_1}秒
24240193			效果1：\对攻击目标中的木属性敌人造成{p_value_1}额外伤害
24250155			效果1：\1名攻击型盟友攻击力{value_1}，持续{duration_1}秒
24310163			效果1：\自身获得吸血（攻击时回复{p_value_1}HP），持续{duration_1}秒
24310178			效果1：\对攻击目标中的水属性敌人造成{p_value_1}额外伤害
24310217			效果1：\吸收{p_value_1}伤害转换为自己的HP
24320156			效果1：\2名盟友（低HP）毒药伤害防御力{p_value_1}，持续{duration_1}秒
24350168			效果1：\1名盟友（高攻击力）减益效果闪避率{value_1}，持续{duration_1}秒
24410166			效果1：\对攻击目标中的暗属性敌人造成{p_value_1}额外伤害
24410220			效果1：\有{p_value_1}的几率赋予自身远距离攻击（无视敌人的挑衅、反射），持续{duration_1}秒
24420174			效果1：发动几率：{puppet_buff_1_prob}%\赋予自身无效化，持续{duration_1}秒
24420188			效果1：\攻击目标中1名随机敌人的攻击力{value_1}，持续{duration_1}秒
24450158			效果1：\赋予1名盟友（低HP）屏障{value_1}（在HP受影响前，吸收所有敌方攻击伤害，无法与减益屏障同时启用），持续{duration_1}秒
24450214			效果1：\2名盟友（HP最低）的回复量（回复）{value_1}，持续{duration_1}秒
24510215			效果1：\自身暴击率{value_1}，持续{duration_1}秒
24520172			效果1：\赋予自身挑衅（有{p_value_1}的几率发动），持续{duration_1}秒
24550157			效果1：\1名攻击型盟友暴击率{value_1}，持续{duration_1}秒
24550182			效果1：\有{p_value_1}的几率赋予2名攻击型暗属性盟友觉醒（暴击伤害增加30%，并根据自身增益数增加Slide Skill伤害），持续{duration_1}秒
24550189			效果1：\1名盟友（高攻击力）暴击率{value_1}，持续{duration_1}秒
