// key	LUCKY_BOX_	LUCKY_BOX_DESC_
1000	Liberated Maat Package	This box contains various rewards.
1001	Devil Pass Box (Liberated Maat)	This box contains various rewards.
1002	Lost Maat Package	This box contains various rewards.
1003	Devil Pass Box (Brownie)	This box contains various rewards.
1004	Brownie Package	This box contains various rewards.
1005	Hades Package	This box contains various rewards.
1006	Dark Buster Lisa Package	This box contains various rewards.
1007	Olga Package	This box contains various rewards.
1008	Calypso Pickup Lucky Box	This box contains various rewards.
1009	Eve Pickup Lucky Box	This box contains various rewards.
1010	Calypso Lucky Box	This box contains various rewards.
20000	Serval\Lucky Box	This box contains various rewards.
20001	Fennec\Lucky Box	This box contains various rewards.
20002	Raccoon Lucky Box	This box contains various rewards.
20003	FRIENDS Lucky Box	This box contains various rewards.
20004	Werewolf Lucky Box	This box contains various rewards.
20005	Frej Lucky Box	This box contains various rewards.
20006	Onyx Lucky Box	This box contains various rewards.
20007	Soul Carta Lucky Box	This box contains various rewards.
20008	Soul Carta Lucky Box	This box contains various rewards.
20009	Evolution Child Lucky Box	This box contains various rewards.
20010	Equipment Lucky Box	This box contains various rewards.
20011	Kasumi Lucky Box	This box contains various rewards.
20012	Marie Rose Lucky Box	This box contains various rewards.
20013	Honoka Lucky Box	This box contains various rewards.
20014	DOA Lucky Box	This box contains various rewards.
20015	Gold Lucky Box	This box contains various rewards.
20016	Ashtoreth Lucky Box	This box contains various rewards.
20017	Luin Lucky Box	This box contains various rewards.
20018	Durandal Lucky Box	This box contains various rewards.
20019	Syrinx Lucky Box	This box contains various rewards.
20020	Blood Gem Lucky Box	This box contains various rewards.
20021	Jacheongbi Lucky Box	This box contains various rewards.
20022	Novice Raid Lucky Box	This box contains various rewards.
20023	Wandering Doryeong Lucky Box	This box contains various rewards.
20024	Gold Lucky Box	This box contains various rewards.
20025	Sytry Lucky Box	This box contains various rewards.
20026	Astraea Lucky Box	This box contains various rewards.
20027	World Boss Lucky Box	This box contains various rewards.
20028	Seaside Goddess Lucky Box	This box contains various rewards.
20029	Astraea Lucky Box	This box contains various rewards.
20030	Noel Lucky Box	This box contains various rewards.
20031	Makoto Lucky Box	This box contains various rewards.
20032	Nine Lucky Box	This box contains various rewards.
20033	Soul Carta Lucky Box	This box contains various rewards.
20034	Bikini Lisa Lucky Box	This box contains various rewards.
20035	Jacheongbi Lucky Box	This box contains various rewards.
20036	Relaxing at the Beach Carta Pack	This box contains various rewards.
20037	Anemone Lucky Box	This box contains various rewards.
20038	Novice Raid Lucky Box	This box contains various rewards.
20039	School Swimsuit Davi Lucky Box	This box contains various rewards.
20040	Afternoon Nap Carta Pack	This box contains various rewards.
20041	Calypso Lucky Box	This box contains various rewards.
20042	Galaxy Napping Place Carta Pack	This box contains various rewards.
20043	Bathory Lucky Box	This box contains various rewards.
20044	Krampus Lucky Box	This box contains various rewards.
20045	Resurrected Frej Lucky Box	This box contains various rewards.
20046	Catgirl Neamhain Lucky Box	This box contains various rewards.
20047	Crystal Lucky Box	This box contains various rewards.
20048	Wood Type Child Lucky Box	This box contains various rewards.
20049	Common Present Lucky Box	This box contains various rewards.
20050	Premium Present Lucky Box	This box contains various rewards.
