// key	CHARACTER_DUNGEON_NAME_	CHARACTER_DUNGEON_SECOND_NAME_	CHARACTER_DUNGEON_LOCATION_DESC_
1000	โคลาโบ	SNOW MIKU	ความทรงจำของการพบกัน SNOW MIKU ในหิมะสีขาวบริสุทธิ์
100001	ด่าน 1	ภัยพิบัติ I	
100002	ด่าน 2	โลกสีเงิน I	
100003	ด่าน 3	ภัยพิบัติ II	
100004	ด่าน 4	ปะทะ I	
100005	ด่าน 5	ปะทะ II	
100006	ด่าน 6	สัญญาสองฝ่าย I	
100007	ด่าน 7	โลกสีเงิน II	
100008	ด่าน 8	สัญญาสองฝ่าย II	
1010	โคลาโบ	SNOW MIKU	ความทรงจำของการพบกัน SNOW MIKU ในหิมะสีขาวบริสุทธิ์
101001	ด่าน 1	ภัยพิบัติ I (ยาก)	
101002	ด่าน 2	โลกสีเงิน I (ยาก)	
101003	ด่าน 3	ภัยพิบัติ II (ยาก)	
101004	ด่าน 4	ปะทะ I (ยาก)	
101005	ด่าน 5	ปะทะ II (ยาก)	
101006	ด่าน 6	สัญญาสองฝ่าย I (ยาก)	
101007	ด่าน 7	โลกสีเงิน II (ยาก)	
101008	ด่าน 8	สัญญาสองฝ่าย II (ยาก)	
1100	NARRATIVE	สงครามศักดิ์สิทธิ์	สวรรค์แบ่งแยก และเทพแห่งความมืดคืบคลานสู่ดินแดนเบื้องล่าง
110001	ด่าน 1	บทสวดให้ผู้ใกล้ตาย I	
110002	ด่าน 2	บทสวดให้ผู้ใกล้ตาย II	
110003	ด่าน 3	จิตวิญญาณที่แตกดับ I	
110004	ด่าน 4	ผู้ยั่วยวน	
110005	ด่าน 5	การล่มสลาย	
110006	ด่าน 6	จิตวิญญาณที่แตกดับ II	
110007	ด่าน 7	ครูเสด	
110008	ด่าน 8	การจุติ	
1110	NARRATIVE	สงครามศักดิ์สิทธิ์	สวรรค์แบ่งแยก และเทพแห่งความมืดคืบคลานสู่ดินแดนเบื้องล่าง
111001	ด่าน 1	บทสวดให้ผู้ใกล้ตาย I (ยาก)	
111002	ด่าน 2	บทสวดให้ผู้ใกล้ตาย II (ยาก)	
111003	ด่าน 3	จิตวิญญาณที่แตกดับ I (ยาก)	
111004	ด่าน 4	ผู้ยั่วยวน (ยาก)	
111005	ด่าน 5	การล่มสลาย (ยาก)	
111006	ด่าน 6	จิตวิญญาณที่แตกดับ II (ยาก)	
111007	ด่าน 7	ครูเสด (ยาก)	
111008	ด่าน 8	การจุติ (ยาก)	
1200	<NARRATIVE>	ราชาปีศาจองค์ใหม่	อวตารราชาปีศาจลำดับที่ 3! จะเป็นใครไม่ได้นอกจาก...
120001	ด่าน 1	วันโลกาวินาศ!	
120002	ด่าน 2	วันโลกาวินาศ!!!	
120003	ด่าน 3	วันโลกาวินาศ?!	
120004	ด่าน 4	วันโลกาวินาศ!	
1210	<NARRATIVE>	ราชาปีศาจองค์ใหม่	อวตารราชาปีศาจลำดับที่ 3! จะเป็นใครไม่ได้นอกจาก...
121001	ด่าน 1	วันโลกาวินาศ! (ยาก)	
121002	ด่าน 2	วันโลกาวินาศ!!! (ยาก)	
121003	ด่าน 3	วันโลกาวินาศ?! (ยาก)	
121004	ด่าน 4	วันโลกาวินาศ! (ยาก)	
1300	NARRATIVE	ดอกไม้ยะเยือก	ความมืดมนของเด็กสาวผู้เลื่อมใสปีศาจ
130001	ด่าน 1	สตอล์คเกอร์	
