// key	HECATE_BOOK_TITLE_SHELF_	HECATE_BOOK_TITLE_	HECATE_BOOK_TITLE_SUB_	HECATE_BOOK_DESC_
100001	แชปเตอร์ 1-1\อาณาเขตของปีศาจ	1-1 อาณาเขตของปีศาจ	Destiny Child Chapter.1	เจ้าเคยเห็นปีศาจไหม? ปีศาจอยู่ใกล้กว่าที่เจ้าคิดอีกนะ\อันที่จริง ไม่แน่ว่าคนที่เจ้ารู้จักก็อาจจะ...
100002	แชปเตอร์ 1-2\สาวน้อยช่างฝัน	1-2 สาวน้อยช่างฝัน	Destiny Child Chapter.1	เมืองก็คือทะเลทรายจากยางมะตอยงั้นหรือ? เปล่าเลย เมืองคือป่าคอนกรีต\ที่มีเพียงผู้ที่แข็งแกร่งที่สุดเท่านั้นที่จะอยู่รอดต่างหาก!
100003	แชปเตอร์ 1-3\เด็กหญิงที่เพ้อฝัน	1-3 เด็กหญิงที่เพ้อฝัน	Destiny Child Chapter.1	ปกติข้าไม่เล่นสื่อโซเชียล หรือแม้แต่จะดูข่าว\แต่ว่า! เจ้าพวกนั้นก็ยังมาทำลายความสงบสุขในแต่ละวันของข้าอยู่ดี!
100004	แชปเตอร์ 1-4\ปีศาจที่น่าชัง แต่ข้าเกลียดมันไม่ลง...	1-4 ปีศาจที่น่าชัง แต่ข้าเกลียดมันไม่ลง...	Destiny Child Chapter.1	เจ้าแยกพวกปีศาจเป็นฝ่ายดี กับ ฝ่ายร้ายไม่ได้หรอกนะ!\แต่อย่างไรก็ตาม...ต้องมีปีศาจที่เจ้าเกลียดชังอย่างแน่นอน!
100005	แชปเตอร์ 1-5\ข่าวด่วน: การล่าผู้ท้าชิง!	1-5 ข่าวด่วน: การล่าผู้ท้าชิง!	Destiny Child Chapter.1	เหล่าผู้ท้าชิงกำลังต่อสู้ฟาดฟันกันอย่างดุเดือด!\แต่จับตาดูกันให้ดี! ผู้ท้าชิงมากมายกำลังตกรอบกันอย่างต่อเนื่อง!
100006	แชปเตอร์ 1-6\สวนของสาวน้อย	1-6 สวนของสาวน้อย	Destiny Child Chapter.1	นี่คือโลกของสาวน้อยผู้บอบบาง\ชะตากรรมของผู้ที่ก้าวเข้ามาในสถานที่ต้องห้ามแห่งนี้จะเป็นเช่นไร!?
100007	แชปเตอร์ 1-7\สัญญาณเตือนภัยปีศาจ! ปีศาจและ\สาวน้อยพเนจร	1-7 สัญญาณเตือนภัยปีศาจ! ปีศาจและสาวน้อยพเนจร	Destiny Child Chapter.1	เมื่อสัญญาณเตือนภัยของปีศาจดัง 3 ครั้งตอนเที่ยงคืน…\คือประกาศแจ้งว่านักฆ่าปีศาจกำลังมาแล้ว
100008	แชปเตอร์ 1-8\ทายาทราชาปีศาจ	1-8 ทายาทราชาปีศาจ	Destiny Child Chapter.1	ผู้สืบตำแหน่งของราชาปีศาจ รูฟัส ปรากฏตัว
100009	แชปเตอร์ 2-1\สวนดอกไม้ของพรหมจาริณี	2-1 สวนดอกไม้ของพรหมจาริณี	Destiny Child Chapter.2	พวกเราขออธิษฐาน ณ สถานที่ที่มีเสียงระฆังอันศักดิ์สิทธิ์
100010	แชปเตอร์ 2-2\ความมืดแผ่วเบาและร่มเงาจากสวนดอกไม้	2-2 ความมืดแผ่วเบาและร่มเงาจากสวนดอกไม้	Destiny Child Chapter.2	เงาดำมืดที่ทอดลงบนสวนดอกไม้ของพรหมจาริณี
100011	แชปเตอร์ 2-3\ผู้สร้างตัวปลอม	2-3 ผู้สร้างตัวปลอม	Destiny Child Chapter.2	ผู้สร้างตัวปลอมคือผู้สร้างซากปรักหักพังของตนเอง
100012	แชปเตอร์ 2-4\สองสาวสองเส้นทาง	2-4 สองสาวสองเส้นทาง	Destiny Child Chapter.2	จุดเริ่มต้นของการเดินทางไร้ที่สิ้นสุด
100013	ช่วงเวลาพัก แชปเตอร์ 1\ คู่แฝดที่หายไป	ช่วงเวลาพัก แชปเตอร์ 1 คู่แฝดที่หายไป	Destiny Child Chapter.2	เอาล่ะ ดาบิคนใหม่ถือกำเนิดแล้ว!
