// key	HECATE_STORY_TITLE_	HECATE_STORY_DESC_
100001001	魔王争夺战序幕	
100001002	开场：教学	
100001003	教学2	
100001004	教学3(1/2)	
100001005	教学3(2/2)	
100001006	教学4	
100001007	开场：狄蜜特	
100001008	魂之地下城(1/2)	
100001009	魂之地下城(2/2)	
100001010	贫穷的恶魔(1/2)	
100001011	贫穷的恶魔(2/2)	
100001012	魔王争夺战(1/2)	
100001013	魔王争夺战(2/2)	
100001014	虚张声势的狄蜜特(1/2)	
100001015	虚张声势的狄蜜特(2/2)	
100001016	幕间：狄蜜特	
100001017	魅魔本色	
100001018	佛系青年恶魔	
100001019	人类欲望	
100001020	愿望与后悔(1/2)	
100001021	愿望与后悔(2/2)	
100001022	开场：美味食物	
100001023	勤奋的恶魔(1/2)	
100001024	勤奋的恶魔(2/2)	
100001025	失格的恶魔	
100001026	刻意的失言	
100001027	真实的愿望(1/2)	
100001028	真实的愿望(2/2)	
100001029	开场：玛门	
100001030	黄金之王登场(1/2)	
100001031	黄金之王登场(2/2)	
100001032	王的出巡(1/2)	
100001033	王的出巡(2/2)	
100002001	开放	
100002002	开场：派罗	
100002003	平凡少年(1/2)	
100002004	平凡少年(2/2)	
100002005	热血VS懒骨头(1/2)	
100002006	热血VS懒骨头(2/2)	
100002007	冠军的温柔	
100002008	烈火的派罗(1/2)	
100002009	烈火的派罗(2/2)	
100002010	开场：库西	
100002011	恶魔猎人	
100002012	骄傲之牙	
100002013	召唤者的战争	
100002014	邻居相争(1/2)	
100002015	邻居相争(2/2)	
100002016	开场：弗蕾亚	
100002017	负伤的猫	
100002018	怪人	
100002019	不请自来的客人	
100002020	逃跑的猫(1/2)	
100002021	逃跑的猫(2/2)	
100002022	幕间：弗蕾亚	
100002023	内向的猫	
100002024	野猫	
100002025	呼噜叫的猫	
100002026	猫的心情(1/2)	
100002027	猫的心情(2/2)	
100003001	开放	
100003002	开场：赫卡忒	
100003003	低规格恶魔(1/2)	
100003004	低规格恶魔(2/2)	
100003005	草食系恶魔(1/2)	
100003006	草食系恶魔(2/2)	
100003007	助手的喜好(1/2)	
100003008	助手的喜好(2/2)	
100003009	女巫之心(1/2)	
100003010	女巫之心(2/2)	
100003011	开场：便利店	
100003012	便利店恶魔	
100003013	饭团	
100003014	主人的意义	
100003015	便利店的一日(1/2)	
100003016	便利店的一日(2/2)	
100003017	开场：贞德	
100003018	弗雷的反击(1/2)	
100003019	弗雷的反击(2/2)	
100003020	同类相斥	
100003021	女神降临(1/2)	
100003022	女神降临(2/2)	
100003023	文件攻击(1/2)	
100003024	文件攻击(2/2)	
100003025	幕间：贞德	
100003026	正面突破	
100003027	契约的暗示	
100003028	巧妙的教义	
100003029	懦弱的恶魔(1/2)	
100003030	懦弱的恶魔(2/2)	
100004001	开放	
100004002	开场：阿波罗	
100004003	诞生	
100004004	崇拜之物I	
100004005	信任关系	
100004006	开场：妇产科	
100004007	幸福之人	
100004008	恶魔的借口	
100004009	闭嘴！	
100004010	未完成的容器(1/2)	
100004011	未完成的容器(2/2)	
100004012	开场：尼曼一世	
100004013	真实的心情(1/2)	
100004014	真实的心情(2/2)	
100004015	刻意的失言	
100004016	熟睡的密技	
100004017	驱逐恶魔(1/2)	
100004018	驱逐恶魔(2/2)	
100004019	幕间：尼曼	
100004020	谈判破裂(1/2)	
100004021	谈判破裂(2/2)	
100004022	魔界女人关(1/2)	
100004023	魔界女人关(2/2)	
100004024	愤怒的订单(1/2)	
100004025	愤怒的订单(2/2)	
100004026	马耳东风(1/2)	
100004027	马耳东风(2/2)	
100004028	幕间：尼曼	
100004029	全力(1/2)	
100004030	全力(2/2)	
100004031	虚张声势或策略(1/2)	
100004032	虚张声势或策略(2/2)	
100004033	四面楚歌	
