// key	CHARACTER_NAME_	CHARACTER_SKIN_DESCRIPTION_
c000_01	_主人公	贫穷恶魔的时尚感令人发指。
c000_10	神秘的_主人公	看起来异常熟悉的少女服装。
c000_11	女校_主人公	为就读于贵族学校的女生打造的西装校服。
c000_12	泳装_主人公	
c000_13	_主人公	
c000_14	礼服_主人公	
c000_15	_主人公	
c000_16	_主人公	
c001_01	_莫娜	一件精美的制服，怠惰恶魔的调教师。
c001_02	战斗服_莫娜	魅魔莫娜，已经准备好喽♥
c001_12	海边_莫娜	身穿性感泳装的吸睛美女。\让你的夏日立即升温！
c001_14	教师_莫娜	严格的魅魔，莫娜老师的服装。
c001_16	泳装_莫娜	话题女王的性感比基尼，让你的夏天更火热！
c001_17	小小_莫娜	这是用莫娜的DNA数据，所创造出的年幼姿态！
c002_00	_丽莎	魅魔丽莎的秘密睡衣。
c002_01	_丽莎	超S级天才魅魔所穿着的华丽制服。
c002_02	战斗服_丽莎	超S级天才魅魔的能力值提升了！
c002_10	海边_丽莎	充满话题的她穿着性感比基尼。\夏日预报：热血沸腾！
c002_11	学生_丽莎	魅魔丽莎的荣誉学生制服。
c002_12	夏令营_丽莎	丽莎的泳衣，设计相当精美。对抗炎热的夏天吧！
c003_01	_妲比	可爱的妲比！不管穿什么都好可爱哦！
c003_02	战斗服_妲比	乖巧妲比的可爱度正在急剧上升中！
c003_10	海边_妲比	吸睛女孩，妲比的比基尼。\快和恶魔一同吧！
c003_11	学生_妲比	青春期的妲比的学生制服。
c003_13	盛夏之梦_妲比	妲比重视功能性的全身泳装。
c003_14	路西法_妲比	妲比想象中的这个魔王姿态，就是妲比的梦想！妲比的希望！
c003_15	撒旦_妲比	妲比致命的想象力，只不过是梦中梦。
c003_16	绯红_妲比	在梦中盛开的红花，是来自妲比的想象。
c003_17	迷你_妲比	从魔王妲比的碎片中诞生的妲比。\是我的错觉，还是真的很眼熟呢？
c003_18	啦啦队长_妲比	别误会！我不想为主人应援！\妲比的啦啦队长制服，是专门为莫娜姐姐加油打气的。
c003_89	路西法_妲比	妲比想象中的这个魔王姿态，就是妲比的梦想！妲比的希望！
c004_00	_詹妮弗	运动短裙跟她简直是天生绝配。
c004_01	邻居_处容	为暴走的Child所设计，伸缩性能良好的战斗服。
c004_02	亲切的_处容	可根据武器数量来增加推进力的特殊战斗服。
c005_00	泽木_夏木	请注意水枪是没有瞄准功能的。
c005_01	疾走的_玛尔斯	穿着时要注意心情，以免暴走！
c005_02	暴走的_玛尔斯	子弹装填完成！报仇的时间到了！
c007_00	加贺_京介	有菲尼克斯商标的休闲服是用火制成的。
c007_01	燃烧的_菲尼克斯	有菲尼克斯商标的服装！别说这是同样的东西！
c007_02	烈火_菲尼克斯	有菲尼克斯商标的服装是用火制成的！
c008_00	若月_杏子	女孩子的饰品，果然还是握力器最棒！
c008_01	战士_弗丽嘉	弗丽嘉的灵魂散发着白色的光芒。
c008_02	好战的_弗丽嘉	弗丽嘉的斗志闪耀出纯白的光辉。
c009_00	宇藤_仁	只要有心，哪怕只有一支模型枪也能战斗！
c009_01	佣兵_赫克托耳	产生的损坏或伤害，由顾客自行负责。
c009_02	解決者_赫克托耳	冒着生命危险战斗的佣兵所穿的服装，耐用性最高。
c010_00	高梨_真理华	这是尽心尽力的护士服。
c010_01	虚张声势的_狄蜜特	现在我是一名护士了，也许我该试试如何打针？
c010_02	爱慕虚荣的_狄蜜特	在一所秘密医院里发现的狄蜜特的战斗服。
c011_00	灰藤_不差子	诚实的医学生的战斗服。穿着会连连出错。
c011_01	服务的_迪诺	勤勉女孩的战斗服。就算认真工作也会犯错。
c011_02	奉献的_迪诺	热心女孩的战斗服。就算热心过头也会犯错。
c012_00	武藤_龙藏	资深侦探的外套。
c012_01	热血的_阿伽门农	阿伽门农的服饰。\随时随地做好战斗准备。
c012_02	最终的_阿伽门农	放马过来吧。\阿伽门农的真正服饰。
c013_00	樱川_霞	对时尚感毫无兴趣的天才少女反而很可爱。
