// key	HECATE_STORY_TITLE_	HECATE_STORY_DESC_
100001001	魔王爭奪戰的序幕	
100001002	前言：教學	
100001003	教學2	
100001004	教學3(1/2)	
100001005	教學3(2/2)	
100001006	教學4	
100001007	前言：狄蜜特	
100001008	魂地下城(1/2)	
100001009	魂地下城(2/2)	
100001010	貧窮的惡魔(1/2)	
100001011	貧窮的惡魔(2/2)	
100001012	魔王爭奪戰(1/2)	
100001013	魔王爭奪戰(2/2)	
100001014	虛張聲勢的狄蜜特(1/2)	
100001015	虛張聲勢的狄蜜特(2/2)	
100001016	幕間：狄蜜特	
100001017	魅魔本色	
100001018	佛系青年惡魔	
100001019	人類欲望	
100001020	願望與後悔(1/2)	
100001021	願望與後悔(2/2)	
100001022	前言：美味食物	
100001023	勤奮的惡魔(1/2)	
100001024	勤奮的惡魔(2/2)	
100001025	失格的惡魔	
100001026	刻意的失言	
100001027	真實的願望(1/2)	
100001028	真實的願望(2/2)	
100001029	前言：瑪門	
100001030	黃金之王登場(1/2)	
100001031	黃金之王登場(2/2)	
100001032	王的出巡(1/2)	
100001033	王的出巡(2/2)	
100002001	序幕	
100002002	前言：派羅	
100002003	平凡少年(1/2)	
100002004	平凡少年(2/2)	
100002005	熱血VS懶骨頭(1/2)	
100002006	熱血VS懶骨頭(2/2)	
100002007	冠軍的溫柔	
100002008	烈火的派羅(1/2)	
100002009	烈火的派羅(2/2)	
100002010	前言：庫西	
100002011	惡魔獵人	
100002012	驕傲之牙	
100002013	召喚者的戰爭	
100002014	鄰居相爭(1/2)	
100002015	鄰居相爭(2/2)	
100002016	前言：弗蕾亞	
100002017	負傷的貓	
100002018	怪人	
100002019	不請自來的客人	
100002020	逃跑的貓(1/2)	
100002021	逃跑的貓(2/2)	
100002022	幕間：弗蕾亞	
100002023	內向的貓	
100002024	野貓	
100002025	呼嚕叫的貓	
100002026	貓的心情(1/2)	
100002027	貓的心情(2/2)	
100003001	序幕	
100003002	前言：黑卡蒂	
100003003	低規格惡魔(1/2)	
100003004	低規格惡魔(2/2)	
100003005	草食系惡魔(1/2)	
100003006	草食系惡魔(2/2)	
100003007	助手的喜好(1/2)	
100003008	助手的喜好(2/2)	
100003009	女巫之心(1/2)	
100003010	女巫之心(2/2)	
100003011	前言：便利商店	
100003012	便利商店惡魔	
100003013	飯糰	
100003014	主人的意義	
100003015	便利商店的一日(1/2)	
100003016	便利商店的一日(2/2)	
100003017	前言：聖女貞德	
100003018	弗雷的反擊(1/2)	
100003019	弗雷的反擊(2/2)	
100003020	同類相斥	
100003021	女神降臨(1/2)	
100003022	女神降臨(2/2)	
100003023	文件攻擊(1/2)	
100003024	文件攻擊(2/2)	
100003025	幕間：聖女貞德	
100003026	正面突破	
100003027	契約的暗示	
100003028	巧妙的教義	
100003029	懦弱的惡魔(1/2)	
100003030	懦弱的惡魔(2/2)	
100004001	序幕	
100004002	前言：阿波羅	
100004003	誕生	
100004004	崇拜之物I	
100004005	信任關係	
100004006	前言：婦產科	
100004007	幸福之人	
100004008	惡魔的藉口	
100004009	閉嘴！	
100004010	未完成的容器(1/2)	
100004011	未完成的容器(2/2)	
100004012	前言：尼曼I	
100004013	真實的心情(1/2)	
100004014	真實的心情(2/2)	
100004015	刻意的失言	
100004016	熟睡的密技	
100004017	驅逐惡魔(1/2)	
100004018	驅逐惡魔(2/2)	
100004019	幕間：尼曼	
100004020	談判破裂(1/2)	
100004021	談判破裂(2/2)	
100004022	魔界女人關(1/2)	
100004023	魔界女人關(2/2)	
100004024	憤怒的訂單(1/2)	
100004025	憤怒的訂單(2/2)	
100004026	馬耳東風(1/2)	
100004027	馬耳東風(2/2)	
100004028	幕間：尼曼	
100004029	全力(1/2)	
100004030	全力(2/2)	
100004031	虛張聲勢或策略(1/2)	
100004032	虛張聲勢或策略(2/2)	
100004033	四面楚歌	
100004034	真正的開始(1/2)	
100004035	真正的開始(2/2)	
100005001	序幕	
100005002	前言：黛娜	
100005003	少女初戀(1/2)	
100005004	少女初戀(2/2)	
100005005	合理的方法(1/2)	
100005006	合理的方法(2/2)	
100005007	單向行駛(1/2)	
100005008	單向行駛(2/2)	
100005009	盡力而為(1/2)	
100005010	盡力而為(2/2)	
100005011	前言：小學	
100005012	崛起之星(1/2)	
100005013	崛起之星(2/2)	
100005014	小小的新娘(1/2)	
100005015	小小的新娘(2/2)	
100005016	憂慮之事(1/2)	
100005017	憂慮之事(2/2)	
100005018	惡魔的字彙量(1/2)	
100005019	惡魔的字彙量(2/2)	
100005020	前言：歐羅巴I	
100005021	逃學者	
100005022	壞學生	
100005023	被遺棄的Child	
100005024	少女方程式(1/2)	
100005025	少女方程式(2/2)	
100005026	前言：涅伊特	
100005027	上課時間	
100005028	跟蹤	
100005029	叛逆少年	
100005030	親情(1/2)	
100005031	親情(2/2)	
100006001	序幕	
100006002	前言：傳奇	
100006003	被遺棄的少女(1/2)	
100006004	被遺棄的少女(2/2)	
100006005	神秘的超級新人	
100006006	壞小子和暴君	
100006007	妲比登場！(1/2)	
100006008	妲比登場！(2/2)	
100006009	幕間：傳奇	
100006010	妲比的誘惑之術	
100006011	忍者必須忍	
100006012	古老習俗	
100006013	傳說的傳奇(1/2)	
100006014	傳說的傳奇(2/2)	
100006015	前言：律師事務所	
100006016	無法惡魔	
100006017	感情守護者	
100006018	惡魔的煩惱	
100006019	禁止提問(1/2)	
100006020	禁止提問(2/2)	
100006021	前言：大教堂	
100006022	文字遊戲	
100006023	危險探知	
100006024	安全第一	
100006025	小小的擔心(1/2)	
100006026	小小的擔心(2/2)	
100006027	前言：歐羅巴II	
100006028	不安	
100006029	專業惡魔之路(1/2)	
100006030	專業惡魔之路(2/2)	
100006031	侍從	
100006032	花與蜜蜂	
100007001	序幕	
100007002	前言：鎖鏈殺手	
100007003	徘徊的惡魔(1/2)	
100007004	徘徊的惡魔(2/2)	
100007005	追擊者(1/2)	
100007006	追擊者(2/2)	
100007007	追求完美(1/2)	
100007008	追求完美(2/2)	
100007009	正經的人(1/2)	
100007010	正經的人(2/2)	
100007011	前言：繁華街公寓	
100007012	慈悲的惡魔	
100007013	失格的惡魔	
100007014	生活設計	
100007015	明智的魔王(1/2)	
100007016	明智的魔王(2/2)	
100007017	前言：卡爾克斯	
100007018	魔王666號(1/2)	
100007019	魔王666號(2/2)	
100007020	離家出走宣言(1/2)	
100007021	離家出走宣言(2/2)	
100007022	千鈞一髮	
100007023	先知	
100007024	幕間：卡爾克斯	
100007025	會睡的孩子長得好	
100007026	危險之人	
100007027	風中殘燭	
100007028	惡魔災難(1/2)	
100007029	惡魔災難(2/2)	
100008001	序幕	
100008002	前言：塞車區	
100008003	自我防衛	
100008004	消失的候補生	
100008005	惡魔警鐘	
100008006	變數	
100008007	前言：補習班	
100008008	尋找弗雷	
100008009	對手	
100008010	談判	
100008011	莫娜的主意(1/2)	
100008012	莫娜的主意(2/2)	
100008013	前言：弗雷	
100008014	臨時夥伴	
100008015	惡魔般的惡魔	
100008016	安全無感症	
100008017	惡魔王牌	
100008018	前言：魯弗斯	
100008019	突圍的惡魔	
