// key	PUPPET_ICON_	PUPPET_TARGET_VISUAL_	PUPPET_SKILL_DESC_
21120028			効果1:\水属性の味方1体にスキルゲージ{value_1}
21150011			効果1:\ランダムで味方1体に{duration_1}秒間、スキルゲージチャージ速度{value_1}
21220029			効果1:\火属性の味方1体に{duration_1}秒間、攻撃力{value_1}
21310012			効果1:\攻撃対象に{p_value_1}の追加ダメージ
21320009			効果1:\自身を除く木属性の味方1体に{duration_1}秒間、吸血(攻撃時にHPを{p_value_1}だけ回復)
21320030			効果1:\木属性の味方1体に{duration_1}秒間、弱点攻撃最終ダメージ{value_1}
21350017			効果1:\自身に{duration_1}秒間、バリア{value_1}(敵の全ての攻撃にHPより優先して消耗、デバフバリアと同時適用不可)
21410016			効果1:\光属性の味方1体に{duration_1}秒間、機敏性{value_1}
21420004			効果1:\自身に激怒(受けたダメージを最大{p_value_1}貯めて1回返す)
21420031			効果1:\光属性の味方1体に{duration_1}秒間、スキル攻撃命中率{value_1}
21520003			効果1:\自身に{duration_1}秒間、防御力{value_1}
21520005			効果1:\自身に{duration_1}秒間、全てのスキルダメージ防御{value_1}
21520032			効果1:\闇属性の味方1体に{duration_1}秒間、デバフ命中率{value_1}
22110074			効果1:\攻撃対象のうちランダムで敵1体に{duration_1}ターンの間、中毒(対象が行動する毎に{p_value_1}のダメージ＆対象がダメージを受ける毎に追加ダメージ)
22110079			効果1:\攻撃対象に{p_value_1}の追加ダメージ
22110081			効果1:\攻撃対象にスキルゲージ{value_1}
22140046			効果1:\攻撃対象のうちランダムで敵1体に{duration_1}秒間、スキルゲージチャージ速度{value_1}
22210048			効果1:\攻撃対象のうちランダムで敵1体に{duration_1}秒間、出血(2秒毎に{p_value_1}の持続ダメージ)
22220082			効果1:\火属性の味方1体に{duration_1}秒間、デバフバリア{value_1}(デバフで発生するダメージに対しHPより優先して消耗、バリアと同時適用不可)
22310043			効果1:\自身にダメージの{p_value_1}を自身のHPとして吸収
22320041			効果1:\自身にHP {puppet_h_value_1}即時回復
22340075			効果1:\攻撃対象に{duration_1}秒間、弱点防御{value_1}
22450078			効果1:\HPの残りが最も少ない味方1体に{duration_1}秒間、持続回復量{value_1}
22510057			効果1:\自身に{duration_1}秒間、クリティカル発生率{value_1}
22510063			効果1:\自身に{duration_1}秒間、クリティカル{value_1}
22510066			効果1:\自身に{duration_1}秒間、スライドスキル攻撃力{value_1}
22520035			効果1:\自身に{duration_1}秒間、吸血(攻撃時にHPを{p_value_1}だけ回復)
22530044			効果1:\HPの残りが最も少ない味方1体に{duration_1}秒間、デバフ回避率 {value_1}
22550042			効果1:\闇属性の味方1体に{duration_1}秒間、クリティカル最終ダメージ{value_1}
23110111			効果1:\攻撃対象に{duration_1}ターンの間、中毒(対象が行動する毎に{p_value_1}のダメージ＆対象がダメージを受ける毎に追加ダメージ)
23110144			効果1:\攻撃対象のうち火属性の敵に{p_value_1}の追加ダメージ
23120117			効果1:\自身に{duration_1}秒間、全てのスキルダメージ防御{value_1}
23130134			効果1:\HPの残りが最も少ない味方1体にHP {puppet_h_value_1}即時回復
23210106			効果1:\攻撃対象のうち木属性の敵に{p_value_1}の追加ダメージ
23210109			効果1:\攻撃対象に{p_value_1}の防御無視ダメージ
23220138			効果1:\自身に{duration_1}秒間、挑発(発動確率{p_value_1})
23310090			効果1:\攻撃対象のうち水属性の敵に{p_value_1}の追加ダメージ
23330095			効果1:\HPの残りが最も少ない味方1体に{duration_1}秒間、バリア{value_1}(敵の全ての攻撃にHPより優先して消耗、デバフバリアと同時適用不可)
23350150			効果1:\HPの残りが最も少ない味方2体に{duration_1}秒間、回避率{value_1}
23410093			効果1:\攻撃対象のうち闇属性の敵に{p_value_1}の追加ダメージ
23450103			効果1:\持続ダメージ関連デバフ中の味方1体に{p_value_1}の確率で持続ダメージデバフ解除
23450146			効果1:\光属性の味方2体に{duration_1}秒間、弱点防御{value_1}
23510123			効果1:\攻撃対象のうち光属性の敵に{p_value_1}の追加ダメージ
23510130			効果1:\攻撃対象に{p_value_1}の防御無視ダメージ
23520135			効果1:\自身に{duration_1}秒間、吸血(攻撃時にHPを{p_value_1}だけ回復)
23530147			効果1:\闇属性の味方2体に{duration_1}秒間、デバフ回避率 {value_1}
24110164			効果1:\攻撃力が最も高い敵2体に{duration_1}ターンの間、中毒(対象が行動する毎に{p_value_1}のダメージ＆対象がダメージを受ける毎に追加ダメージ)
24110191			効果1: 発動確率: {puppet_buff_1_prob}%\攻撃対象に{duration_1}秒間、回復不可
