// key	HECATE_STORY_TITLE_	HECATE_STORY_DESC_
100001001	Prologue du concours du Roi des démons	
100001002	Intro : Tutoriel	
100001003	Tutoriel 2	
100001004	Tutoriel 3 (1/2)	
100001005	Tutoriel 3 (2/2)	
100001006	Tutoriel 4	
100001007	Intro : Déméter	
100001008	Donjon d'âme (1/2)	
100001009	Donjon d'âme (2/2)	
100001010	Pauvre démon (1/2)	
100001011	Pauvre démon (2/2)	
100001012	Concours du Roi des démons (1/2)	
100001013	Concours du Roi des démons (2/2)	
100001014	Audacieuse Déméter (1/2)	
100001015	Audacieuse Déméter (2/2)	
100001016	Interruption : Déméter	
100001017	Le vrai visage de la succube	
100001018	Démon millénaire	
100001019	Désirs humains	
100001020	Envie et regret (1/2)	
100001021	Envie et regret (2/2)	
100001022	Intro : Délices	
100001023	Démon assidu (1/2)	
100001024	Démon assidu (2/2)	
100001025	Démon disqualifié	
100001026	Gaffe à répétition	
100001027	Vœu véritable (1/2)	
100001028	Vœu véritable (2/2)	
100001029	Intro : Mammon	
100001030	Roi doré dévoilé (1/2)	
100001031	Roi doré dévoilé (2/2)	
100001032	Sortie royale (1/2)	
100001033	Sortie royale (2/2)	
100002001	Ouverture	
100002002	Intro : Pyro	
100002003	Garçon ordinaire (1/2)	
100002004	Garçon ordinaire (2/2)	
100002005	Fougue contre paresse (1/2)	
100002006	Fougue contre paresse (2/2)	
100002007	La générosité du champion	
100002008	Pyro l'enflammé (1/2)	
100002009	Pyro l'enflammé (2/2)	
100002010	Intro : Cù-Sith	
100002011	Chasseur de démon	
100002012	Crocs orgueilleux	
100002013	Guerre de l'invocateur	
100002014	Rival du quartier (1/2)	
100002015	Rival du quartier (2/2)	
100002016	Intro : Freyja	
100002017	Chat blessé	
100002018	Drôle de numéro	
100002019	Invité indésirable	
100002020	Chat errant (1/2)	
100002021	Chat errant (2/2)	
100002022	Interruption : Freyja	
100002023	Chat timide	
100002024	Chat sauvage	
100002025	Chat ronronnant	
100002026	Les sentiments d'un chat (1/2)	
100002027	Les sentiments d'un chat (2/2)	
100003001	Ouverture	
100003002	Intro : Hécate	
100003003	Démon de base (1/2)	
100003004	Démon de base (2/2)	
100003005	Démon agréable (1/2)	
100003006	Démon agréable (2/2)	
100003007	Préférences de l'assistante (1/2)	
100003008	Préférences de l'assistante (2/2)	
100003009	Cœur de sorcière (1/2)	
100003010	Cœur de sorcière (2/2)	
100003011	Intro : Supérette	
100003012	Démon de supérette	
100003013	Boulette de riz	
100003014	Prérogatives et responsabilités du maître	
100003015	Une journée à la supérette (1/2)	
100003016	Une journée à la supérette (2/2)	
100003017	Intro : Jeanne d'Arc	
100003018	La contre-attaque de Freyr (1/2)	
100003019	La contre-attaque de Freyr (2/2)	
100003020	Qui se ressemble se désassemble	
100003021	L'arrivée de la déesse (1/2)	
100003022	L'arrivée de la déesse (2/2)	
100003023	Attaque par document (1/2)	
100003024	Attaque par document (2/2)	
100003025	Interruption : Jeanne d'Arc	
100003026	Assaut frontal	
100003027	Allusion au pacte	
100003028	Doctrine habile	
100003029	Démon couard (1/2)	
100003030	Démon couard (2/2)	
100004001	Ouverture	
100004002	Intro : Apollon	
100004003	Naissance	
100004004	Les vénérés I	
100004005	Confiance réciproque	
100004006	Intro : Gynécologie-obstétrique	
100004007	Béatitude	
100004008	L'excuse du démon	
100004009	Assez !	
100004010	Réceptacle inachevé (1/2)	
100004011	Réceptacle inachevé (2/2)	
100004012	Intro : Nemain I	
100004013	Vrais sentiments (1/2)	
100004014	Vrais sentiments (2/2)	
100004015	Gaffe à répétition	
100004016	Le secret du sommeil profond	
100004017	L'exorcisme du démon (1/2)	
100004018	L'exorcisme du démon (2/2)	
100004019	Interruption : Nemain	
100004020	Rupture des négociations (1/2)	
100004021	Rupture des négociations (2/2)	
100004022	Problèmes féminins dans le Royaume infernal (1/2)	
100004023	Problèmes féminins dans le Royaume infernal (2/2)	
100004024	L'Ordre de la furie (1/2)	
100004025	L'Ordre de la furie (2/2)	
