// key	CHARACTER_NAME_	CHARACTER_SKIN_DESCRIPTION_
c000_01	_主人公	貧乏悪魔のファッションセンスはいつも論外である。
c000_10	謎の_主人公	どこかで見たような気がする女の子の普段着。
c000_11	女子校の_主人公	名門で有名な一つの高等学校の女性用のブレザー制服
c000_12	水着の_主人公	
c000_13	_主人公	
c000_14	ドレス_主人公	
c000_15	_主人公	
c000_16	_主人公	
c001_01	_モナ	怠惰な悪魔の調教師。洗練されたユニフォーム。
c001_02	バトルスーツ_モナ	サキュバスモナ、出撃準備OKで～す♥
c001_12	海辺の_モナ	ラッシュガードに身を包んだ話題の彼女。\あなたの夏をもっと熱く！
c001_14	教師_モナ	厳格なサキュバス、モナ先生の服。
c001_16	水着_モナ	話題の彼女のセクシービキニ。\貴方の夏をもっとホットに！
c001_17	プチ_モナ	モナの過去の生体情報で作られた幼年期の姿！
c002_00	_リザ	サキュバスリザの秘密のパジャマ。
c002_01	_リザ	超S級敏腕サキュバス\華麗なユニフォーム。
c002_02	バトルスーツ_リザ	超S級敏腕サキュバスの能力が上昇した！
c002_10	海辺の_リザ	話題の彼女のセクシービキニ。\この夏は、エキサイティング！
c002_11	学生服_リザ	模範生サキュバスリザの制服。
c002_12	サマーキャンプ_リザ	熱い夏に対抗！\繊細に設計されたリザの水着。
c003_01	_ダビ	かわいいダビ！何を着てもかわいい！
c003_02	バトルスーツ_ダビ	ラブリーダビ！\可愛さが急上昇！
c003_10	海辺の_ダビ	話題の彼女、ダビのビキニ。\さぁ、悪魔と遊ぼう！
c003_11	学生服_ダビ	思春期のダビの学生服。
c003_13	サマードリーム_ダビ	機能性を重視したダビの全身水着。
c003_14	3代目魔王_ダビ	ダビの夢！ダビの希望！\ダビが想像した魔王の姿。
c003_15	サタン_ダビ	夢の中の夢、致命的なダビのイマジネーション。
c003_16	クリムゾン_ダビ	夢から咲いた紅き花、ダビのイマジネーション。
c003_17	ミニ_ダビ	魔王ダビの破片から生まれたダビ～\ダビの使い魔ダビ～
c003_18	チアガール_ダビ	ホントはご主人なんか応援してないからね！\ダビのモナ姉さま応援用チアユニフォーム。
