// key	RECIPE_NAME_	RECIPE_DESC_
20001	10連召喚チケット属性付与：水属性	10連召喚チケットに属性を付与します。
20002	10連召喚チケット属性付与：火属性	10連召喚チケットに属性を付与します。
20003	10連召喚チケット属性付与：木属性	10連召喚チケットに属性を付与します。
20004	10連召喚チケット属性付与：光属性	10連召喚チケットに属性を付与します。
20005	10連召喚チケット属性付与：闇属性	10連召喚チケットに属性を付与します。
20006	★5召喚チケット属性付与：水属性	★5召喚チケットに属性を付与します。
20007	★5召喚チケット属性付与：火属性	★5召喚チケットに属性を付与します。
20008	★5召喚チケット属性付与：木属性	★5召喚チケットに属性を付与します。
20009	★5召喚チケット属性付与：光属性	★5召喚チケットに属性を付与します。
20010	★5召喚チケット属性付与：闇属性	★5召喚チケットに属性を付与します。
30001	★5プリズムソウルカルタ召喚チケット製作	★5素材で★5プリズムカルタチケットを製作します。
30002	★5ソウルカルタ召喚チケット製作	★4素材で★5カルタチケットを製作します。
30003	★4~5ソウルカルタ召喚チケット製作	★4素材で★4~5カルタチケットを製作します。
40002	進化素材の分解：水属性★2	★2進化素材を★1進化素材2個に分解します。
40003	進化素材の分解：水属性★3	★3進化素材を★2進化素材2個に分解します。
40004	進化素材の分解：水属性★4	★4進化素材を★3進化素材3個に分解します。
40005	進化素材の分解：水属性★5	★5進化素材を★4進化素材3個に分解します。
40006	進化素材の分解：火属性★2	★2進化素材を★1進化素材2個に分解します。
40007	進化素材の分解：火属性★3	★3進化素材を★2進化素材2個に分解します。
40008	進化素材の分解：火属性★4	★4進化素材を★3進化素材3個に分解します。
40009	進化素材の分解：火属性★5	★5進化素材を★4進化素材3個に分解します。
40010	進化素材の分解：木属性★2	★2進化素材を★1進化素材2個に分解します。
40011	進化素材の分解：木属性★3	★3進化素材を★2進化素材2個に分解します。
40012	進化素材の分解：木属性★4	★4進化素材を★3進化素材3個に分解します。
40013	進化素材の分解：木属性★5	★5進化素材を★4進化素材3個に分解します。
40014	進化素材の分解：光属性★2	★2進化素材を★1進化素材2個に分解します。
40015	進化素材の分解：光属性★3	★3進化素材を★2進化素材2個に分解します。
40016	進化素材の分解：光属性★4	★4進化素材を★3進化素材3個に分解します。
40017	進化素材の分解：光属性★5	★5進化素材を★4進化素材3個に分解します。
40018	進化素材の分解：闇属性★2	★2進化素材を★1進化素材2個に分解します。
40019	進化素材の分解：闇属性★3	★3進化素材を★2進化素材2個に分解します。
40020	進化素材の分解：闇属性★4	★4進化素材を★3進化素材3個に分解します。
40021	進化素材の分解：闇属性★5	★5進化素材を★4進化素材3個に分解します。
50001	増幅攻撃力コアラッキーボックス	ヘパイストスの鍛冶屋追加記念イベントレシピです。\イベント期間中に製作可能です。
50002	増幅防御力コアラッキーボックス	ヘパイストスの鍛冶屋追加記念イベントレシピです。\イベント期間中に製作可能です。
50003	増幅機敏性コアラッキーボックス	ヘパイストスの鍛冶屋追加記念イベントレシピです。\イベント期間中に製作可能です。
50004	増幅クリコアラッキーボックス	ヘパイストスの鍛冶屋追加記念イベントレシピです。\イベント期間中に製作可能です。
