// key	MAIL_SENDER_	MAIL_TITLE_	MAIL_TEXT_
1	運営チーム	購入特典	ショップ購入特典をプレゼントします。
1000	A.I	デビルランブル報酬	デビルランブルのアナウンサーA.Iからリーグ報酬を獲得しました。\\「ランブルポイントを[reason]獲得しました！これからもがんばってください！」
10000	モナ	ユニット報酬	ユニットを完成して報酬を獲得しました。
1001	A.I	デビルランブル報酬	デビルランブルのアナウンサーA.Iからランキング報酬を獲得しました。\\「[reason]位達成おめでとうございます！\あなたが強くなると私も嬉しくなります！これからもがんばってください！」
1002	A.I	デビルランブル報酬	ライバルの挑戦に勝利！報酬を獲得しました。
1003	GM	GMハンターイベント報酬	GMに勝利し、ボーナス報酬を獲得しました。
1004	A.I	デビルランブルマイレージ報酬	デビルランブルマイレージ報酬を獲得しました。
1005	運営チーム	UNLIMITED DUEL報酬	エンドレスデュエルのランク報酬です。
1006	運営チーム	UNLIMITED DUEL報酬	エンドレスデュエルのランク報酬です。
1007	運営チーム	FRONTIER DUEL報酬	エンドレスデュエルのランク報酬です。
1008	運営チーム	FRONTIER DUEL報酬	エンドレスデュエルのランク報酬です。
1009	運営チーム	EXPERT DUEL報酬	エンドレスデュエルのランク報酬です。
1010	運営チーム	EXPERT DUEL報酬	エンドレスデュエルのランク報酬です。
11	運営チーム	初購入	購入イベント：初購入ボーナスです。
11000	モナ	召喚LIVE寄付金	召喚LIVEに参加したフレンドが寄付してくれました！
11001	モナ	召喚LIVE報酬	召喚LIVE参加報酬が届いています。
11002	モナ	召喚LIVE報酬	召喚LIVEで召喚チケットが当たりました！
11003	モナ	召喚LIVE報酬	★3Double報酬が届きました。
11004	モナ	召喚LIVE報酬	★3Triple報酬が届きました。
11005	モナ	召喚LIVE報酬	★3Quadra報酬が届きました。
11006	モナ	召喚LIVE報酬	★3Penta報酬が届きました。
11007	モナ	召喚LIVE報酬	★3Hexa報酬が届きました。
11008	モナ	召喚LIVE報酬	★4Double報酬が届きました。
11009	モナ	召喚LIVE報酬	★4Triple報酬が届きました。
11010	モナ	召喚LIVE報酬	★4Quadra報酬が届きました。
11011	モナ	召喚LIVE報酬	★4Penta報酬が届きました。
11012	モナ	召喚LIVE報酬	★4Hexa報酬が届きました。
11013	モナ	召喚LIVE報酬	★5Double報酬が届きました。
11014	モナ	召喚LIVE報酬	★5Triple報酬が届きました。
11015	モナ	召喚LIVE報酬	★5Quadra報酬が届きました。
11016	モナ	召喚LIVE報酬	★5Penta報酬が届きました。
11017	モナ	召喚LIVE報酬	★5Hexa報酬が届きました。
12	運営チーム	通算チャージ	購入イベント：通算チャージボーナスです。
12000	モナ	召喚報酬	★3Double報酬が届きました。
12001	モナ	召喚報酬	★3Triple報酬が届きました。
12002	モナ	召喚報酬	★3Quadra報酬が届きました。
12003	モナ	召喚報酬	★3Penta報酬が届きました。
12004	モナ	召喚報酬	★3Hexa報酬が届きました。
12005	モナ	召喚報酬	★4Double報酬が届きました。
12006	モナ	召喚報酬	★4Triple報酬が届きました。
12007	モナ	召喚報酬	★4Quadra報酬が届きました。
12008	モナ	召喚報酬	★4Penta報酬が届きました。
12009	モナ	召喚報酬	★4Hexa報酬が届きました。
12010	モナ	召喚報酬	★5Double報酬が届きました。
12011	モナ	召喚報酬	★5Triple報酬が届きました。
12012	モナ	召喚報酬	★5Quadra報酬が届きました。
12013	モナ	召喚報酬	★5Penta報酬が届きました。
12014	モナ	召喚報酬	★5Hexa報酬が届きました。
12100	運営チーム	召喚ボーナス	召喚ボーナスです。
13	運営チーム	デイリーチャージ	購入イベント：デイリーチャージボーナスです。
13002	バートリー	親愛なる悪魔へ	あなたの友情と信頼に心から感謝します。\どうかお元気で。\神のご加護を。
14100	運営チーム	ワールドボスシーズンランク報酬	ワールドボスシーズンランク{max}位の報酬です。\ご参加ありがとうございました。
14200	運営チーム	ワールドボスシーズンランク報酬	ワールドボスシーズンランク{min}～{max}位の報酬です。\ご参加ありがとうございました。
14300	運営チーム	ワールドボスシーズンランク報酬	ワールドボスシーズンランク\上位{min}%%未満～{max}%%以上の報酬です。\ご参加ありがとうございました。
14400	運営チーム	ワールドボスシーズンランク報酬	ワールドボスシーズンランク{max}%%位の報酬です。\ご参加ありがとうございました。
14500	運営チーム	ワールドボスシーズンランク報酬	ワールドボスシーズンランク\上位{min}%%未満～{max}%%以上の報酬です。\ご参加ありがとうございました。
15	運営チーム	通算召喚	購入イベント：通算召喚ボーナスです。
15000	ブラウニー	スレイヤーズランク報酬	お客様のスレイヤーズランク報酬をお持ちしました！\次回もよろしくお願いします！
15100	ブラウニー	ラグナランク報酬	お客様のラグナランク報酬をお持ちしました！\次回もよろしくお願いします！
15200	ブラウニー	ラグナコイン変換	Your leftover Ragna Coins from Ragna Break exchanged as Gold!\Thank you for your participation!
15300	ブラウニー	ラグナバースト挑戦券変換	Your leftover Ragna:burst Tickets from Ragna Break exchanged as Gold!\Thank you for your participation!
16	運営チーム	デイリー召喚	購入イベント：デイリー召喚ボーナスです。
2	運営チーム	購入イベント特典	イベント期間中にショップ購入特典をプレゼントします。
2000	モナ	アウェイクン報酬	アウェイクンおめでとうございます！召喚チケットをプレゼントします。
20000	運営チーム	CBT報酬	CBTデビルフェスタ完了された方のためのスペシャルボーナス<エルメス召喚チケット>です。
20001	運営チーム	事前登録特典	事前登録者の特別報酬が届いています！
20002	運営チーム	事前登録特典	事前登録<30万人>目標の達成！スペシャルボーナスをプレゼント！
20003	運営チーム	事前登録特典	事前登録<50万人>目標の達成！スペシャルボーナスをプレゼント！
20004	運営チーム	事前登録特典	事前登録<70万人>目標の達成！スペシャルボーナスをプレゼント！
20005	運営チーム	事前登録特典	事前登録<100万人>目標の達成！スペシャルボーナスをプレゼント！
2001	モナ	キズナボーナス	キズナおめでとうございます。
2002	運営チーム	育成ボーナス	チャイルドがレベルMAXに到達し、育成ボーナスを獲得しました。
21	運営チーム	スカーレットショップ購入商品	スカーレットショップで購入した商品です。
3	運営チーム	連続購入報酬	ショップ購入特典です。
3000	リザ	ミッションクリア報酬	ミッションクリア報酬を獲得しました。
31	運営チーム	購入完了	Codashopからの購入特典
4000	運営チーム	ログインボーナス	ログインボーナスを獲得しました。
4001	運営チーム	連続ログインボーナス	連続ログインボーナスを獲得しました。
4002	運営チーム	8日の約束ボーナス	8日の約束ボーナスを獲得しました。
4003	ニコル	メイの緊急支援	モナからのプレゼントです。
4004	運営チーム	アイテム収集イベント報酬	アイテム収集イベントの報酬が届きました。
4005	運営チーム	カムバックログインボーナス	ログインボーナスを獲得しました。
4100	運営チーム	プレミアムログインパック	プレミアムログインパックによる[reason]回目のログイン報酬です。
4101	運営チーム	プレミアムログインパック	プレミアムログインパックによる最後のログイン報酬です。
5000	モナ	親善試合	フレンドと親善試合をして報酬を獲得しました。
50000	モナ	候補生LvUPボーナス	モナのワクワクレベルアップボーナス！
50001	Admin Team	ショップ報酬	ショップ報酬を獲得しました。
50006	運営チーム	コンテンツ報酬	コンテンツ報酬が届きました。
5001	モナ	フレンドのプレゼント	フレンドから送られたプレゼントですね。早く受け取りましょう！
50011	Admin Team	DEVIL PASS報酬	DEVIL PASS報酬を獲得しました。
50012	運営チーム	MISSION PASS 報酬	MISSION PASS 報酬が届きました。
5002	モナ	フレンドを連れて行く	フレンドのバトルに参加したお礼のアイテムを確認してください。
6000	モナ	フレンドコインガチャ	フレンドコインガチャから獲得したアイテムです。
7000	モナ	宝箱プレゼント	宝箱から獲得したアイテムです。
8000	運営チーム	毎日応援サービス特典	毎日応援サービス特典です。
8999	Admin Team	Daily Support Serviceのシステム変更に伴う補填	Daily Support Serviceのシステム変更に伴い、\残り期間分のクリスタルを一括配布します。詳細は告知をご確認ください。
90	SHIFTUP	チケット支給	選択したチケットが支給されます。
9000	運営チーム	シリアルコード特典	使用したシリアルコードの特典アイテムです。
91	レウケ	マンモンのサポート	マンモンの合理的なサポートで獲得した報酬を支給します。
