// key	CHARACTER_DUNGEON_NAME_	CHARACTER_DUNGEON_SECOND_NAME_	CHARACTER_DUNGEON_LOCATION_DESC_
1000	跨界合作	SNOW MIKU	在纯白的雪中和SNOW MIKU相遇的回忆
100001	第1关	遇难I	
100002	第2关	银世界I	
100003	第3关	遇难II	
100004	第4关	相遇I	
100005	第5关	相遇II	
100006	第6关	两人的约定I	
100007	第7关	银世界II	
100008	第8关	两人的约定II	
1010	跨界合作	SNOW MIKU	在纯白的雪中和SNOW MIKU相遇的回忆
101001	第1关	遇难I（困难）	
101002	第2关	银世界I（困难）	
101003	第3关	遇难II（困难）	
101004	第4关	相遇I（困难）	
101005	第5关	相遇II（困难）	
101006	第6关	两人的约定I（困难）	
101007	第7关	银世界II（困难）	
101008	第8关	两人的约定II（困难）	
1100	故事	圣战	黑暗之神撕裂天空，降临于世
110001	第1关	为临终者祈祷I	
110002	第2关	为临终者祈祷II	
110003	第3关	破碎的灵魂I	
110004	第4关	诱惑者	
110005	第5关	堕落	
110006	第6关	破碎的灵魂II	
110007	第7关	圣战	
110008	第8关	化身	
1110	故事	圣战	黑暗之神撕裂天空，降临于世
111001	第1关	为临终者祈祷I（困难）	
111002	第2关	为临终者祈祷II（困难）	
111003	第3关	破碎的灵魂I（困难）	
111004	第4关	诱惑者（困难）	
111005	第5关	堕落（困难）	
111006	第6关	破碎的灵魂II（困难）	
111007	第7关	圣战（困难）	
111008	第8关	化身（困难）	
1200	<故事>	新魔王登场	第三代魔王降临！其真面目为……
120001	第1关	世界末日！	
120002	第2关	世界末日！！！	
120003	第3关	世界末日？！	
120004	第4关	世．界．末．日！	
1210	<故事>	新魔王登场	第三代魔王降临！其真面目为……
121001	第1关	世界末日！(困难)	
121002	第2关	世界末日！！！(困难)	
121003	第3关	世界末日？！(困难)	
121004	第4关	世．界．末．日！(困难)	
1300	故事	寒冰之花	仰慕恶魔的少女的黑暗。
130001	第1关	跟踪狂	
130002	第2关	追捕者	
130003	第3关	寒冰之花I	
130004	第4关	捉迷藏	
130005	第5关	寒冰之花II	
130006	第6关	诈欺游戏	
130007	第7关	寒冰之花III	
130008	第8关	静下来的狂气	
1310	故事	寒冰之花	仰慕恶魔的少女的黑暗。
131001	第1关	跟踪狂 (困难)	
131002	第2关	追捕者 (困难)	
131003	第3关	寒冰之花I (困难)	
131004	第4关	捉迷藏 (困难)	
131005	第5关	寒冰之花II (困难)	
131006	第6关	诈欺游戏 (困难)	
131007	第7关	寒冰之花III (困难)	
131008	第8关	静下来的狂气 (困难)	
1400	<故事>	必须守护的正义	我们都有无法割舍的情感。
140001	第1关	黑暗中的光芒	
140002	第2关	泥沼	
140003	第3关	必须守护的正义Ⅰ	
140004	第4关	了结过去	
140005	第5关	必须守护的正义Ⅱ	
140006	第6关	古老的记忆	
140007	第7关	必须守护的正义Ⅲ	
140008	第8关	正确的道路	
1410	<故事>	必须守护的正义	我们都有无法割舍的情感。
141001	第1关	困难-黑暗中的光芒	
141002	第2关	困难-泥沼	
141003	第3关	困难-必须守护的正义Ⅰ	
141004	第4关	困难-了结过去	
141005	第5关	困难-必须守护的正义Ⅱ	
141006	第6关	困难-古老的记忆	
141007	第7关	困难-必须守护的正义Ⅲ	
141008	第8关	困难-正确的道路	
1500	故事	重建	全新迈达斯的诞生秘史
150001	第1关	逃避	
150002	第2关	罪行	
150003	第3关	重建Ⅰ	
150004	第4关	爆炸性登场	
150005	第5关	重建Ⅱ	
150006	第6关	四大天王	
150007	第7关	重建Ⅲ	
150008	第8关	兄弟	
1510	故事	重建	全新迈达斯的诞生秘史
151001	第1关	困难-逃避	
151002	第2关	困难-罪行	
151003	第3关	困难-重建Ⅰ	
151004	第4关	困难-爆炸性登场	
151005	第5关	困难-重建Ⅰ	
151006	第6关	困难-四大天王	
151007	第7关	困难-重建 Ⅲ	
151008	第8关	困难-兄弟	
1600	<故事>	致命性L♥VE	薔薇色的美梦
160001	第1关	致命性L♥VE Ⅰ	
160002	第2关	心搏骤停	
160003	第3关	致命性L♥VE Ⅱ	
160004	第4关	出血性休克Ⅰ	
160005	第5关	致命性L♥VE Ⅲ	
160006	第6关	出血性休克Ⅱ	
